k,trial,B0_1,B0_2,B0_3,B0_4,B0_5,B0_6,B0_7,B0_8,B0_9,B0_10,B0_11,B0_12,B0_13,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13
4,21,1000,1000,1000,980,741,274,64,24,15,15,15,15,15,0,0,0,0,15,299,527,610,617,617,617,617,617
4,22,1000,1000,1000,987,734,269,80,29,24,22,22,22,22,0,0,0,0,19,293,533,589,598,598,598,598,598
4,23,1000,1000,1000,985,702,287,87,26,22,20,20,20,20,0,0,0,0,24,281,512,582,592,592,592,592,592
4,24,1000,1000,1000,976,697,271,85,32,25,24,24,24,24,0,0,0,0,22,277,500,591,604,605,605,605,605
4,25,1000,1000,1000,985,723,305,82,32,21,21,21,21,21,0,0,0,0,17,274,467,543,562,562,562,562,562
4,26,1000,1000,1000,986,717,326,81,26,22,21,21,21,21,0,0,0,0,29,277,503,581,593,593,593,593,593
4,27,1000,1000,1000,981,693,284,95,40,28,28,28,28,28,0,0,0,0,32,291,520,586,592,593,593,593,593
4,28,1000,1000,1000,983,719,276,74,26,19,17,17,17,17,0,0,0,0,17,267,501,574,583,585,585,585,585
4,29,1000,1000,1000,979,682,258,66,28,21,21,21,21,21,0,0,0,0,37,306,572,631,640,641,641,641,641
5,0,1000,1000,1000,988,726,273,72,21,14,14,14,14,14,0,0,0,0,19,333,659,757,772,772,772,772,772
5,1,1000,1000,1000,971,684,276,64,19,12,12,12,12,12,0,0,0,0,28,376,674,765,784,786,786,786,786
5,2,1000,1000,999,990,715,263,63,18,13,13,13,13,13,0,0,0,0,19,376,685,791,815,815,815,815,815
5,3,1000,1000,998,988,721,266,67,19,11,11,11,11,11,0,0,0,0,9,367,702,812,826,828,828,828,828
5,4,1000,1000,1000,978,742,287,75,20,14,14,14,14,14,0,0,0,0,21,364,716,817,844,844,844,844,844
5,5,1000,1000,999,975,698,257,72,22,15,15,15,15,15,0,0,0,1,38,375,672,782,813,813,813,813,813
5,6,1000,1000,1000,977,731,284,70,20,13,13,13,13,13,0,0,0,0,24,332,662,780,797,797,797,797,797
5,7,1000,1000,1000,979,713,278,69,18,12,11,11,11,11,0,0,0,0,21,337,661,765,781,781,781,781,781
5,8,1000,1000,1000,982,718,301,76,26,15,15,15,15,15,0,0,0,0,18,361,681,777,804,805,805,805,805
5,9,1000,1000,1000,987,703,279,84,25,18,17,17,17,17,0,0,0,0,25,361,665,766,784,786,786,786,786
5,10,1000,1000,1000,979,724,248,64,17,13,13,13,13,13,0,0,0,0,18,395,708,802,816,816,816,816,816
5,11,1000,1000,1000,983,711,266,78,24,16,16,16,16,16,0,0,0,0,26,391,682,788,821,821,821,821,821
5,12,1000,1000,1000,981,702,268,73,20,16,16,16,16,16,0,0,0,0,31,374,676,812,835,836,836,836,836
5,13,1000,1000,999,980,714,273,58,15,9,8,8,8,8,0,0,0,0,26,379,688,816,836,839,839,839,839
5,14,1000,1000,1000,978,719,293,84,20,16,16,16,16,16,0,0,0,0,30,342,674,786,815,815,815,815,815
5,15,1000,1000,1000,983,718,275,85,27,22,22,22,22,22,0,0,0,0,21,397,692,802,828,829,829,829,829
5,16,1000,1000,1000,974,674,284,71,18,13,13,13,13,13,0,0,0,0,30,371,663,787,807,807,807,807,807
5,17,1000,1000,1000,987,731,276,80,24,12,12,11,11,11,0,0,0,0,19,383,682,790,814,817,817,817,817
5,18,1000,1000,1000,983,698,284,77,18,13,13,13,13,13,0,0,0,0,18,355,677,785,805,805,805,805,805
5,19,1000,1000,1000,974,705,271,64,21,15,14,14,14,14,0,0,0,0,41,382,703,809,827,826,826,826,826
5,20,1000,1000,1000,981,692,278,71,20,19,18,18,18,18,0,0,0,0,33,346,673,803,810,810,810,810,810
5,21,1000,1000,1000,980,738,269,59,17,8,8,8,8,8,0,0,0,0,17,399,727,846,863,864,864,864,864
5,22,1000,1000,1000,987,730,263,77,23,18,16,16,16,16,0,0,0,0,18,367,691,778,792,793,793,793,793
5,23,1000,1000,1000,985,699,276,78,17,14,12,12,12,12,0,0,0,0,27,351,671,773,789,789,789,789,789
5,24,1000,1000,1000,976,690,261,75,24,18,17,17,17,17,0,0,0,0,21,366,652,775,796,797,797,797,797
5,25,1000,1000,1000,985,718,294,69,20,12,12,12,12,12,0,0,0,0,15,341,630,744,775,775,775,775,775
5,26,1000,1000,1000,986,715,310,70,17,13,12,12,12,12,0,0,0,0,36,353,673,794,812,812,812,812,812
5,27,1000,1000,1000,981,690,277,86,29,14,14,14,14,14,0,0,0,0,36,354,653,750,764,765,765,765,765
5,28,1000,1000,1000,983,718,264,60,14,11,10,10,10,10,0,0,0,0,17,332,657,765,785,788,789,789,789
5,29,1000,1000,1000,979,675,246,59,21,13,13,13,13,13,0,0,0,0,44,407,755,851,863,864,864,864,864
6,0,1000,1000,1000,988,724,269,71,20,13,13,13,13,13,0,0,0,0,17,385,791,910,930,930,930,930,930
6,1,1000,1000,1000,971,681,273,57,13,6,6,6,6,6,0,0,0,0,28,429,768,892,917,918,918,918,918
6,2,1000,1000,999,990,711,256,62,17,12,12,12,12,12,0,0,0,0,22,430,817,945,975,975,975,975,975
6,3,1000,1000,998,988,720,261,61,16,8,8,8,8,8,0,0,0,0,12,405,805,929,955,957,957,957,957
6,4,1000,1000,1000,978,742,280,69,17,11,11,11,11,11,0,0,0,0,21,415,814,949,988,988,988,988,988
6,5,1000,1000,999,975,697,245,68,18,11,11,11,11,11,0,0,0,1,41,450,813,966,1007,1008,1008,1008,1008
6,6,1000,1000,1000,977,729,279,68,15,8,8,8,8,8,0,0,0,0,27,371,749,881,907,907,907,907,907
6,7,1000,1000,1000,979,709,276,65,14,8,7,7,7,7,0,0,0,0,27,378,751,884,901,901,901,901,901
6,8,1000,1000,1000,982,717,293,69,19,10,10,10,10,10,0,0,0,0,16,414,799,920,958,960,960,960,960
6,9,1000,1000,1000,987,698,272,72,18,10,9,9,9,9,0,0,0,0,29,407,766,915,940,941,941,941,941
6,10,1000,1000,1000,979,724,244,59,15,10,10,10,10,10,0,0,0,0,22,434,798,911,928,928,928,928,928
6,11,1000,1000,1000,983,710,259,71,19,10,10,10,10,10,0,0,0,0,28,424,776,926,964,965,965,965,965
6,12,1000,1000,1000,981,699,260,69,14,10,10,10,10,10,0,0,0,0,30,414,779,945,972,974,974,974,974
6,13,1000,1000,999,980,714,267,51,10,4,3,3,3,3,0,0,0,0,32,401,777,933,960,964,964,964,964
6,14,1000,1000,1000,978,717,288,81,17,12,12,12,12,12,0,0,0,0,30,387,790,939,974,974,974,974,974
6,15,1000,1000,1000,983,717,270,83,23,16,16,16,16,16,0,0,0,0,22,449,795,941,975,975,976,976,976
6,16,1000,1000,1000,974,673,280,66,14,9,9,9,9,9,0,0,0,0,34,424,789,939,960,960,960,960,960
6,17,1000,1000,1000,987,731,270,71,18,6,6,6,6,6,0,0,0,0,21,441,807,943,974,977,978,978,978
6,18,1000,1000,1000,983,697,278,72,13,9,9,9,9,9,0,0,0,0,19,409,790,924,948,949,949,949,949
6,19,1000,1000,1000,974,701,268,57,13,7,6,6,6,6,0,0,0,0,44,415,795,925,948,948,948,948,948
6,20,1000,1000,1000,981,690,274,67,16,15,14,14,14,14,0,0,0,0,39,392,805,972,985,985,985,985,985
6,21,1000,1000,1000,980,734,265,57,16,7,7,7,7,7,0,0,0,0,18,439,854,996,1018,1019,1019,1019,1019
6,22,1000,1000,1000,987,729,261,74,19,14,12,12,12,12,0,0,0,0,19,400,779,901,921,922,922,922,922
6,23,1000,1000,1000,985,696,272,76,14,11,9,9,9,9,0,0,0,0,28,404,806,939,968,968,968,968,968
6,24,1000,1000,1000,976,689,255,72,18,13,12,12,12,12,0,0,0,0,20,417,761,911,941,944,945,945,945
6,25,1000,1000,1000,985,716,290,68,20,11,11,11,11,11,0,0,0,0,13,400,759,905,946,946,946,946,946
6,26,1000,1000,1000,986,713,303,63,10,6,5,5,5,5,0,0,0,0,38,381,770,919,937,939,939,939,939
6,27,1000,1000,1000,981,688,270,74,18,5,5,5,5,5,0,0,0,0,38,405,751,887,908,908,908,908,908
6,28,1000,1000,1000,983,718,258,58,13,10,9,9,9,9,0,0,0,0,18,383,772,917,946,949,951,951,951
6,29,1000,1000,1000,979,673,243,54,18,10,10,10,10,10,0,0,0,0,49,455,861,983,1001,1002,1002,1002,1002
7,0,1000,1000,1000,988,724,268,67,15,8,8,8,8,8,0,0,0,0,18,403,848,972,995,995,995,995,995
7,1,1000,1000,1000,971,680,269,52,11,4,4,4,4,4,0,0,0,0,28,438,785,939,967,968,968,968,968
7,2,1000,1000,999,990,711,248,60,13,8,8,8,8,8,0,0,0,0,23,465,898,1055,1090,1089,1089,1089,1089
7,3,1000,1000,998,988,720,259,59,14,6,5,5,5,5,0,0,0,0,12,412,843,988,1023,1025,1025,1025,1025
7,4,1000,1000,1000,978,740,278,62,14,7,7,7,7,7,0,0,0,0,21,428,857,1012,1062,1062,1062,1062,1062
7,5,1000,1000,999,975,695,242,65,15,8,8,8,8,8,0,0,0,1,42,484,877,1061,1110,1111,1111,1111,1111
7,6,1000,1000,1000,977,727,273,64,13,5,5,5,5,5,0,0,0,0,27,401,809,967,1002,1003,1003,1003,1003
7,7,1000,1000,1000,979,709,274,64,13,7,6,6,6,6,0,0,0,0,31,407,835,988,1010,1010,1010,1010,1010
7,8,1000,1000,1000,982,716,287,66,16,6,6,6,6,6,0,0,0,0,16,436,861,1009,1053,1056,1056,1056,1056
7,9,1000,1000,1000,987,696,266,68,14,7,6,6,6,6,0,0,0,0,30,415,801,974,1001,1004,1005,1005,1005
7,10,1000,1000,1000,979,720,244,57,13,8,8,8,8,8,0,0,0,0,23,453,862,988,1012,1013,1013,1013,1013
7,11,1000,1000,1000,983,708,255,68,17,8,8,8,8,8,0,0,0,0,26,427,811,988,1037,1038,1038,1038,1038
7,12,1000,1000,1000,981,699,253,64,9,6,6,6,6,6,0,0,0,0,32,431,820,1025,1060,1063,1063,1063,1063
7,13,1000,1000,999,980,713,263,51,10,4,3,3,3,3,0,0,0,0,29,414,798,973,1003,1008,1008,1008,1008
7,14,1000,1000,1000,978,716,283,75,15,10,10,10,10,10,0,0,0,0,32,391,835,1002,1041,1041,1041,1041,1041
7,15,1000,1000,1000,983,717,267,82,20,15,15,15,15,15,0,0,0,0,22,474,849,1015,1055,1056,1057,1057,1057
7,16,1000,1000,1000,974,673,279,64,14,8,8,8,8,8,0,0,0,0,40,449,836,1005,1029,1030,1030,1030,1030
7,17,1000,1000,1000,987,731,269,68,18,6,5,5,5,5,0,0,0,0,21,461,870,1032,1066,1071,1072,1072,1072
7,18,1000,1000,1000,983,696,276,69,9,7,7,7,7,7,0,0,0,0,19,441,857,1025,1053,1053,1053,1053,1053
7,19,1000,1000,1000,974,699,267,52,11,6,5,5,5,5,0,0,0,0,48,419,827,983,1016,1016,1016,1016,1016
7,20,1000,1000,1000,981,688,269,65,14,12,11,11,11,11,0,0,0,0,40,399,844,1025,1047,1047,1047,1047,1047
7,21,1000,1000,1000,980,734,259,56,13,5,5,5,5,5,0,0,0,0,19,439,909,1068,1098,1099,1099,1099,1099
7,22,1000,1000,1000,987,728,255,67,11,6,4,4,4,4,0,0,0,0,18,420,831,969,998,1000,1001,1001,1001
7,23,1000,1000,1000,985,694,268,72,9,6,5,5,5,5,0,0,0,0,27,412,856,997,1033,1034,1034,1034,1034
7,24,1000,1000,1000,976,687,251,69,15,10,9,9,9,9,0,0,0,0,26,441,810,981,1017,1021,1022,1022,1022
7,25,1000,1000,1000,985,715,288,65,17,9,9,9,9,9,0,0,0,0,14,433,827,1002,1046,1046,1046,1046,1046
7,26,1000,1000,1000,986,711,294,62,8,4,3,3,3,3,0,0,0,0,41,389,817,993,1018,1020,1020,1020,1020
7,27,1000,1000,1000,981,684,265,68,12,3,3,3,3,3,0,0,0,0,40,433,800,957,984,984,984,984,984
7,28,1000,1000,1000,983,717,255,56,12,9,8,8,8,8,0,0,0,0,18,399,813,976,1010,1013,1014,1014,1014
7,29,1000,1000,1000,979,673,243,50,16,7,7,7,7,7,0,0,0,0,50,472,893,1039,1062,1064,1064,1064,1064
8,0,1000,1000,1000,988,724,266,64,14,6,6,6,6,6,0,0,0,0,18,399,875,1030,1053,1053,1053,1053,1053
8,1,1000,1000,1000,971,679,267,50,10,2,2,2,2,2,0,0,0,0,31,458,838,1018,1053,1055,1055,1055,1055
8,2,1000,1000,999,990,709,246,56,11,6,6,6,6,6,0,0,0,0,24,457,919,1088,1122,1122,1122,1122,1122
8,3,1000,1000,998,988,720,255,57,13,4,4,4,4,4,0,0,0,0,12,415,885,1039,1080,1083,1083,1083,1083
8,4,1000,1000,1000,978,740,273,60,12,6,6,6,6,6,0,0,0,0,20,440,910,1083,1144,1144,1144,1144,1144
8,5,1000,1000,999,975,693,242,63,12,6,6,6,6,6,0,0,0,1,42,499,890,1088,1138,1140,1140,1140,1140
8,6,1000,1000,1000,977,727,270,61,12,3,3,3,3,3,0,0,0,0,28,412,863,1041,1087,1089,1089,1089,1089
8,7,1000,1000,1000,979,707,272,62,12,6,5,5,5,5,0,0,0,0,32,425,887,1051,1079,1080,1080,1080,1080
8,8,1000,1000,1000,982,715,285,65,14,5,5,5,5,5,0,0,0,0,17,419,870,1038,1087,1091,1091,1091,1091
8,9,1000,1000,1000,987,696,263,67,13,4,3,3,3,3,0,0,0,0,31,417,830,1016,1046,1050,1052,1052,1052
8,10,1000,1000,1000,979,720,243,55,12,6,5,5,5,5,0,0,0,0,23,470,881,1025,1058,1059,1059,1059,1059
8,11,1000,1000,1000,983,707,253,67,15,6,6,6,6,6,0,0,0,0,29,431,828,1019,1070,1071,1071,1071,1071
8,12,1000,1000,1000,981,698,251,63,8,5,5,5,5,5,0,0,0,0,32,430,842,1060,1101,1104,1104,1104,1104
8,13,1000,1000,999,980,713,259,50,9,3,2,2,2,2,0,0,0,0,27,400,823,1013,1048,1052,1052,1052,1052
8,14,1000,1000,1000,978,716,280,72,13,8,8,8,8,8,0,0,0,0,33,398,863,1049,1095,1095,1095,1095,1095
8,15,1000,1000,1000,983,716,266,79,17,12,12,12,12,12,0,0,0,0,19,471,858,1046,1087,1088,1090,1090,1090
8,16,1000,1000,1000,974,672,278,63,14,6,6,6,6,6,0,0,0,0,42,452,858,1047,1073,1074,1074,1074,1074
8,17,1000,1000,1000,987,731,266,67,16,4,4,4,4,4,0,0,0,0,19,436,868,1036,1081,1089,1089,1089,1089
8,18,1000,1000,1000,983,696,274,68,7,5,5,5,5,5,0,0,0,0,18,443,863,1057,1089,1089,1089,1089,1089
8,19,1000,1000,1000,974,698,265,52,11,6,5,5,5,5,0,0,0,0,46,406,817,977,1018,1018,1018,1018,1018
8,20,1000,1000,1000,981,688,267,62,11,9,8,8,8,8,0,0,0,0,36,402,855,1051,1075,1075,1075,1075,1075
8,21,1000,1000,1000,980,733,256,56,11,3,3,3,3,3,0,0,0,0,20,447,927,1094,1128,1130,1130,1130,1130
8,22,1000,1000,1000,987,727,254,66,10,5,3,3,3,3,0,0,0,0,17,429,874,1017,1053,1054,1055,1055,1055
8,23,1000,1000,1000,985,694,265,69,8,5,4,4,4,4,0,0,0,0,27,408,857,1021,1062,1064,1064,1064,1064
8,24,1000,1000,1000,976,686,251,66,13,8,7,7,7,7,0,0,0,0,23,436,819,1019,1068,1071,1072,1072,1072
8,25,1000,1000,1000,985,715,284,61,15,7,7,7,7,7,0,0,0,0,15,416,836,1021,1073,1073,1073,1073,1073
8,26,1000,1000,1000,986,711,288,59,8,4,3,3,3,3,0,0,0,0,42,386,839,1045,1076,1078,1078,1078,1078
8,27,1000,1000,1000,981,684,263,65,12,3,3,3,3,3,0,0,0,0,39,427,807,985,1014,1015,1015,1015,1015
8,28,1000,1000,1000,983,717,250,52,9,6,5,5,5,5,0,0,0,0,18,414,851,1036,1075,1079,1081,1081,1081
8,29,1000,1000,1000,979,672,242,49,14,6,6,6,6,6,0,0,0,0,54,477,911,1073,1100,1103,1103,1103,1103
9,0,1000,1000,1000,988,724,264,62,13,5,5,5,5,5,0,0,0,0,17,377,831,998,1028,1029,1029,1029,1029
9,1,1000,1000,1000,971,679,264,49,10,2,2,2,2,2,0,0,0,0,33,457,839,1025,1062,1065,1065,1065,1065
9,2,1000,1000,999,990,709,243,56,10,5,5,5,5,5,0,0,0,0,25,450,897,1076,1116,1116,1116,1116,1116
9,3,1000,1000,998,988,720,253,56,12,2,1,1,1,1,0,0,0,0,12,416,859,1022,1072,1076,1076,1076,1076
9,4,1000,1000,1000,978,740,268,60,12,6,6,6,6,6,0,0,0,0,20,425,875,1048,1116,1116,1116,1116,1116
9,5,1000,1000,999,975,693,240,62,11,3,3,3,3,3,0,0,0,1,42,502,906,1108,1160,1162,1162,1162,1162
9,6,1000,1000,1000,977,727,265,60,11,2,2,2,2,2,0,0,0,0,28,390,830,1020,1075,1078,1078,1078,1078
9,7,1000,1000,1000,979,707,271,57,12,5,4,4,4,4,0,0,0,0,34,408,847,1035,1071,1072,1072,1072,1072
9,8,1000,1000,1000,982,715,285,65,13,3,3,3,3,3,0,0,0,0,18,386,815,996,1053,1057,1057,1057,1057
9,9,1000,1000,1000,987,696,259,64,11,3,2,2,2,2,0,0,0,0,34,410,814,1008,1043,1047,1049,1049,1049
9,10,1000,1000,1000,979,720,241,55,12,6,5,5,5,5,0,0,0,0,23,472,872,1020,1061,1062,1062,1062,1062
9,11,1000,1000,1000,983,707,251,67,15,6,6,6,6,6,0,0,0,0,29,426,822,1022,1077,1080,1080,1080,1080
9,12,1000,1000,1000,981,697,248,63,8,4,4,4,4,4,0,0,0,0,31,432,836,1053,1097,1100,1100,1100,1100
9,13,1000,1000,999,980,713,257,50,8,3,2,2,2,2,0,0,0,0,26,387,798,976,1013,1020,1020,1020,1020
9,14,1000,1000,1000,978,716,279,70,12,5,5,5,5,5,0,0,0,0,33,378,830,1017,1067,1068,1068,1068,1068
9,15,1000,1000,1000,983,716,265,77,15,11,11,11,11,11,0,0,0,0,18,465,850,1051,1094,1094,1096,1096,1096
9,16,1000,1000,1000,974,672,277,63,11,4,4,4,4,4,0,0,0,0,41,425,822,1025,1058,1060,1060,1060,1060
9,17,1000,1000,1000,987,731,265,66,15,3,3,3,3,3,0,0,0,0,20,426,863,1042,1085,1092,1092,1092,1092
9,18,1000,1000,1000,983,696,273,66,4,2,2,2,2,2,0,0,0,0,19,433,849,1058,1087,1088,1088,1088,1088
9,19,1000,1000,1000,974,698,263,52,11,6,5,5,5,5,0,0,0,0,46,390,797,952,996,996,996,996,996
9,20,1000,1000,1000,981,688,265,61,10,8,7,7,7,7,0,0,0,0,35,371,824,1031,1062,1062,1062,1062,1062
9,21,1000,1000,1000,980,733,251,54,10,3,2,2,2,2,0,0,0,0,20,442,928,1095,1130,1132,1132,1132,1132
9,22,1000,1000,1000,987,727,252,65,10,5,3,3,3,3,0,0,0,0,17,417,862,1015,1052,1053,1056,1056,1056
9,23,1000,1000,1000,985,693,264,66,6,3,2,2,2,2,0,0,0,0,26,403,855,1033,1071,1071,1071,1071,1071
9,24,1000,1000,1000,976,686,250,62,13,8,7,7,7,7,0,0,0,0,23,427,812,1023,1076,1079,1081,1081,1081
9,25,1000,1000,1000,985,715,282,59,14,6,6,6,6,6,0,0,0,0,14,418,847,1040,1097,1098,1098,1098,1098
9,26,1000,1000,1000,986,710,286,58,8,4,3,3,3,3,0,0,0,0,40,384,840,1050,1086,1089,1089,1089,1089
9,27,1000,1000,1000,981,684,261,63,11,3,3,3,3,3,0,0,0,0,40,407,802,997,1032,1033,1033,1033,1033
9,28,1000,1000,1000,983,716,247,52,9,6,5,5,5,5,0,0,0,0,18,401,838,1031,1062,1066,1068,1068,1068
9,29,1000,1000,1000,979,672,239,49,14,5,5,5,5,5,0,0,0,0,56,478,917,1082,1110,1114,1114,1114,1114
10,0,1000,1000,1000,988,724,261,62,13,5,5,5,5,5,0,0,0,0,18,354,782,951,989,990,990,990,990
10,1,1000,1000,1000,971,679,262,47,9,1,1,1,1,1,0,0,0,0,33,435,801,1005,1049,1053,1053,1053,1053
10,2,1000,1000,999,990,709,241,54,9,4,4,4,4,4,0,0,0,0,26,429,858,1027,1071,1071,1071,1071,1071
10,3,1000,1000,998,988,720,253,55,12,2,1,1,1,1,0,0,0,0,12,401,806,968,1016,1019,1019,1019,1019
10,4,1000,1000,1000,978,740,267,59,12,6,6,6,6,6,0,0,0,0,20,382,830,1005,1076,1076,1076,1076,1076
10,5,1000,1000,999,975,693,239,62,11,3,3,3,3,3,0,0,0,1,42,472,865,1079,1133,1134,1134,1134,1134
10,6,1000,1000,1000,977,726,261,60,11,2,2,2,2,2,0,0,0,0,27,373,808,995,1053,1057,1057,1057,1057
10,7,1000,1000,1000,979,707,271,57,12,4,3,3,3,3,0,0,0,0,34,388,790,982,1023,1024,1024,1024,1024
10,8,1000,1000,1000,982,715,284,63,13,3,3,3,3,3,0,0,0,0,18,365,763,936,998,1005,1005,1005,1005
10,9,1000,1000,1000,987,696,259,62,10,3,2,2,2,2,0,0,0,0,32,383,785,976,1011,1015,1017,1017,1017
10,10,1000,1000,1000,979,720,240,55,12,6,5,5,5,5,0,0,0,0,23,453,859,1007,1058,1059,1059,1059,1059
10,11,1000,1000,1000,983,707,250,66,14,5,5,5,5,5,0,0,0,0,30,412,772,977,1039,1045,1045,1045,1045
10,12,1000,1000,1000,981,696,247,61,6,2,2,2,2,2,0,0,0,0,31,416,790,992,1036,1038,1038,1038,1038
