k,trial,B0_1,B0_2,B0_3,B0_4,B0_5,B0_6,B0_7,B0_8,B0_9,B0_10,B0_11,B0_12,B0_13,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13
3,29,1000,999,978,621,264,109,63,48,47,47,47,47,47,0,0,0,25,187,281,327,336,336,336,336,336,336
4,0,1000,1000,965,636,249,82,27,20,19,19,19,19,19,0,0,0,61,268,418,485,500,502,502,502,502,502
4,1,1000,1000,964,620,257,90,35,26,25,25,25,25,25,0,0,0,49,279,433,489,507,509,509,509,509,509
4,2,1000,1000,953,568,220,81,31,20,19,18,18,18,18,0,0,1,75,320,460,500,513,513,515,515,515,515
4,3,1000,1000,962,603,258,78,29,17,15,15,15,15,15,0,0,0,51,279,477,536,558,561,561,561,561,561
4,4,1000,1000,952,601,231,93,39,29,27,27,27,27,27,0,0,0,69,279,418,473,486,489,489,489,489,489
4,5,1000,1000,966,629,272,84,33,25,24,24,24,24,24,0,0,0,53,275,425,489,504,505,505,505,505,505
4,6,1000,1000,954,593,206,93,33,24,23,23,23,23,23,0,0,1,67,321,458,507,522,526,526,526,526,526
4,7,1000,1000,973,609,259,85,31,25,25,25,25,25,25,0,0,0,55,281,444,508,522,526,526,526,526,526
4,8,1000,1000,975,595,277,78,38,26,25,25,25,25,25,0,0,0,48,293,470,535,552,553,553,553,553,553
4,9,1000,1000,954,573,221,85,39,26,25,25,25,25,25,0,0,1,78,333,481,525,537,539,540,540,540,540
4,10,1000,1000,961,604,261,105,38,22,20,19,19,19,19,0,0,0,58,295,438,508,524,527,529,530,530,530
4,11,1000,999,965,626,291,96,32,23,22,22,22,22,22,0,0,0,58,285,432,516,536,543,543,543,543,543
4,12,1000,1000,963,601,230,85,36,24,24,24,24,24,24,0,0,0,54,333,484,554,571,573,573,573,573,573
4,13,1000,999,965,601,237,84,33,25,24,24,24,24,24,0,0,0,53,303,459,530,543,546,546,546,546,546
4,14,1000,1000,968,598,262,83,29,17,14,14,14,14,14,0,0,0,52,294,448,523,535,540,540,540,540,540
4,15,1000,1000,957,600,253,92,32,22,22,22,22,22,22,0,0,1,60,297,453,522,536,536,536,536,536,536
4,16,1000,998,962,592,247,85,36,24,20,20,20,20,20,0,0,0,67,310,482,536,552,556,556,556,556,556
4,17,1000,1000,968,617,247,86,27,19,17,17,17,17,17,0,0,0,46,309,461,516,530,535,535,535,535,535
4,18,1000,1000,972,627,225,78,23,19,18,18,18,18,18,0,0,0,41,289,436,509,520,522,522,522,522,522
4,19,1000,1000,963,611,239,91,35,24,21,21,21,21,21,0,0,0,49,314,451,515,529,533,533,533,533,533
4,20,1000,1000,964,613,239,99,45,32,31,30,30,30,30,0,0,0,47,288,435,487,502,510,511,511,511,511
4,21,1000,1000,976,616,248,89,37,28,22,22,22,22,22,0,0,0,48,300,479,541,557,560,560,560,560,560
4,22,1000,1000,968,596,273,84,36,28,25,25,25,25,25,0,0,0,65,327,481,537,550,552,552,552,552,552
4,23,1000,1000,966,597,266,99,39,32,30,30,30,30,30,0,0,0,60,327,450,517,530,530,530,530,530,530
4,24,1000,1000,962,622,254,79,27,20,18,18,18,18,18,0,0,0,49,294,471,536,553,553,554,554,554,554
4,25,1000,1000,955,595,213,73,26,14,14,14,14,14,14,0,0,0,68,292,445,505,522,523,523,523,523,523
4,26,1000,1000,975,619,264,89,40,30,30,30,30,30,30,0,0,0,43,320,455,520,536,536,536,536,536,536
4,27,1000,1000,976,622,254,103,50,28,27,27,27,27,27,0,0,0,47,306,433,484,509,511,511,511,511,511
4,28,1000,999,959,612,249,88,29,21,19,19,19,19,19,0,0,0,60,284,450,506,519,520,520,520,520,520
4,29,1000,999,978,611,250,95,43,26,25,25,25,25,25,0,0,0,50,298,452,520,535,536,536,536,536,536
5,0,1000,1000,965,633,244,70,18,11,10,10,10,10,10,0,0,0,73,351,566,662,686,688,688,688,688,688
5,1,1000,1000,964,615,250,76,25,15,14,14,14,14,14,0,0,0,63,364,561,648,674,676,676,676,676,676
5,2,1000,1000,953,560,216,75,24,14,13,13,13,13,13,0,0,1,82,407,587,663,681,681,685,685,685,685
5,3,1000,1000,962,597,248,67,18,7,4,4,4,4,4,0,0,0,64,362,613,698,728,732,732,732,732,732
5,4,1000,1000,952,594,222,86,30,20,18,18,18,18,18,0,0,0,80,349,548,624,642,645,645,645,645,645
5,5,1000,1000,966,623,260,76,25,18,17,17,17,17,17,0,0,0,64,358,560,651,679,680,680,680,680,680
5,6,1000,1000,954,591,203,89,30,20,19,19,19,19,19,0,0,1,77,386,573,646,666,672,672,672,672,672
5,7,1000,1000,973,603,250,80,26,19,18,18,18,18,18,0,0,0,67,366,598,699,716,721,721,721,721,721
5,8,1000,1000,975,590,267,70,32,20,19,19,19,19,19,0,0,0,61,362,594,681,704,706,706,706,706,706
5,9,1000,1000,954,569,211,75,28,16,14,14,14,14,14,0,0,1,80,404,600,669,688,690,692,692,692,692
5,10,1000,1000,961,603,254,95,29,14,12,11,11,11,11,0,0,0,73,381,572,668,693,697,700,702,702,702
5,11,1000,999,965,624,284,83,23,14,13,13,13,13,13,0,0,0,73,368,565,678,700,712,712,712,712,712
5,12,1000,1000,963,598,220,77,28,13,13,13,13,13,13,0,0,0,68,410,612,701,722,725,725,725,725,725
5,13,1000,999,965,598,230,79,26,17,16,16,16,16,16,0,0,0,73,410,624,712,726,730,730,730,730,730
5,14,1000,1000,967,592,252,79,25,13,10,10,10,10,10,0,0,0,65,373,582,685,699,708,708,708,708,708
5,15,1000,1000,957,592,245,80,20,10,9,9,9,9,9,0,0,2,69,376,591,683,708,708,708,708,708,708
5,16,1000,998,962,589,242,78,26,13,10,10,10,10,10,0,0,0,78,394,616,702,724,733,733,733,733,733
5,17,1000,1000,968,613,237,78,20,11,9,9,9,9,9,0,0,0,54,397,576,654,672,679,679,679,679,679
5,18,1000,1000,972,624,221,75,20,13,12,12,12,12,12,0,0,0,36,366,571,673,690,692,692,692,692,692
5,19,1000,1000,963,607,233,82,29,18,15,15,15,15,15,0,0,0,66,399,587,677,695,700,700,700,700,700
5,20,1000,1000,964,610,228,89,34,20,19,18,18,18,18,0,0,0,51,379,581,660,682,691,692,693,693,693
5,21,1000,1000,976,613,246,84,32,20,14,14,14,14,14,0,0,0,61,377,581,666,685,690,690,690,690,690
5,22,1000,1000,968,592,269,69,25,15,12,12,12,12,12,0,0,0,80,394,591,683,703,704,704,704,704,704
5,23,1000,1000,966,593,257,93,29,23,21,21,21,21,21,0,0,0,72,408,587,678,700,701,701,701,701,701
5,24,1000,1000,962,620,250,71,18,11,9,9,9,9,9,0,0,0,58,361,583,673,698,699,700,700,700,700
5,25,1000,1000,955,589,209,67,22,10,10,9,9,9,9,0,0,0,87,375,570,662,685,687,687,687,687,687
5,26,1000,1000,975,616,260,82,30,21,21,21,21,21,21,0,0,0,50,389,575,671,698,698,698,698,698,698
5,27,1000,1000,976,617,244,93,41,20,19,19,19,19,19,0,0,0,54,400,572,642,681,685,685,685,685,685
5,28,1000,999,959,607,242,76,17,10,9,9,9,9,9,0,0,0,69,369,572,657,681,687,687,687,687,687
5,29,1000,999,977,605,242,89,35,20,19,19,19,19,19,0,0,0,61,360,584,681,700,703,703,703,703,703
6,0,1000,1000,965,631,238,64,15,7,5,5,5,5,5,0,0,0,77,405,669,789,823,825,825,825,825,825
6,1,1000,1000,964,613,242,69,20,10,9,9,9,9,9,0,0,0,71,407,631,736,767,769,769,769,769,769
6,2,1000,1000,953,557,212,72,19,10,8,8,8,8,8,0,0,1,85,439,652,746,769,769,774,774,774,774
6,3,1000,1000,962,593,243,67,18,7,4,4,4,4,4,0,0,0,68,403,684,789,824,827,827,827,827,827
6,4,1000,1000,952,588,219,79,24,14,12,12,12,12,12,0,0,0,86,398,617,710,736,741,741,741,741,741
6,5,1000,1000,966,621,255,69,20,14,13,13,13,13,13,0,0,0,64,396,648,764,802,803,803,803,803,803
6,6,1000,1000,954,588,196,81,20,10,9,9,9,9,9,0,0,1,73,427,653,741,768,773,773,773,773,773
6,7,1000,1000,973,598,247,76,22,14,13,13,13,13,13,0,0,0,74,409,662,772,795,800,800,800,800,800
6,8,1000,1000,975,588,263,66,27,13,12,12,12,12,12,0,0,0,58,405,669,770,793,795,795,795,795,795
6,9,1000,1000,954,566,206,69,20,9,7,7,7,7,7,0,0,1,83,436,667,755,783,786,788,788,788,788
6,10,1000,1000,961,602,248,90,24,10,8,7,7,7,7,0,0,0,82,408,637,755,788,791,793,796,796,796
6,11,1000,999,965,621,276,78,19,11,10,10,10,10,10,0,0,0,77,393,630,757,783,797,797,797,797,797
6,12,1000,1000,963,593,217,73,24,7,7,7,7,7,7,0,0,0,72,462,682,799,820,826,826,826,826,826
6,13,1000,999,965,596,228,75,22,13,12,12,12,12,12,0,0,0,72,456,703,820,841,845,845,845,845,845
6,14,1000,1000,967,589,248,77,22,11,8,8,8,8,8,0,0,0,61,396,642,761,783,792,793,793,793,793
6,15,1000,1000,957,588,240,75,17,6,5,5,5,5,5,0,0,2,68,408,671,776,807,807,807,807,807,807
6,16,1000,998,962,586,237,76,23,10,7,7,7,7,7,0,0,0,81,424,682,790,811,822,823,823,823,823
6,17,1000,1000,968,611,231,75,17,9,7,7,7,7,7,0,0,0,54,428,654,750,777,785,785,785,785,785
6,18,1000,1000,972,623,218,73,17,10,9,9,9,9,9,0,0,0,40,399,651,755,777,780,780,780,780,780
6,19,1000,1000,963,604,229,78,19,10,8,8,8,8,8,0,0,0,72,438,668,773,805,812,812,812,812,812
6,20,1000,1000,964,607,221,83,29,14,13,12,12,12,12,0,0,0,54,426,660,759,789,799,800,801,801,801
6,21,1000,1000,976,611,242,75,28,12,7,7,7,7,7,0,0,0,64,414,654,765,793,800,800,800,800,800
6,22,1000,1000,968,590,263,66,22,12,10,10,10,10,10,0,0,0,80,437,661,778,801,804,804,804,804,804
6,23,1000,1000,966,590,256,90,23,15,13,13,13,13,13,0,0,0,73,433,638,747,775,777,777,777,777,777
6,24,1000,1000,962,619,246,67,13,7,3,3,3,3,3,0,0,0,61,404,668,779,809,810,812,812,812,812
6,25,1000,1000,955,585,202,61,14,5,5,4,4,4,4,0,0,0,98,425,660,778,808,811,811,811,811,811
6,26,1000,1000,975,615,253,76,25,15,15,15,15,15,15,0,0,0,52,417,632,752,781,781,781,781,781,781
6,27,1000,1000,976,615,241,86,33,14,13,13,13,13,13,0,0,0,58,436,628,713,761,768,768,768,768,768
6,28,1000,999,959,606,239,72,15,8,7,7,7,7,7,0,0,0,74,384,642,746,776,783,783,783,783,783
6,29,1000,999,977,604,239,84,30,15,14,14,14,14,14,0,0,0,66,406,657,774,802,805,805,805,805,805
7,0,1000,1000,965,631,238,64,14,6,4,4,4,4,4,0,0,0,75,413,703,839,878,881,881,881,881,881
7,1,1000,1000,964,611,237,68,19,10,9,9,9,9,9,0,0,0,70,428,656,782,814,816,816,816,816,816
7,2,1000,1000,953,555,208,72,18,9,7,7,7,7,7,0,0,1,86,460,696,801,830,831,836,835,835,835
7,3,1000,1000,962,593,243,67,18,7,4,4,4,4,4,0,0,0,71,419,729,843,881,886,886,886,886,886
7,4,1000,1000,952,588,217,71,22,12,10,10,10,10,10,0,0,0,88,409,633,756,789,796,796,796,796,796
7,5,1000,1000,966,619,255,69,17,10,9,9,9,9,9,0,0,0,72,414,680,800,840,841,841,841,841,841
7,6,1000,1000,954,588,194,78,18,8,7,7,7,7,7,0,0,1,77,447,685,777,814,819,819,819,819,819
7,7,1000,1000,973,595,245,73,19,11,10,10,10,10,10,0,0,0,74,420,695,811,842,848,848,848,848,848
7,8,1000,1000,975,587,258,60,24,9,8,8,8,8,8,0,0,0,51,406,679,790,816,818,818,818,818,818
7,9,1000,1000,954,564,202,66,18,7,5,5,5,5,5,0,0,1,93,450,716,823,859,864,866,866,866,866
7,10,1000,1000,961,602,241,85,21,7,5,4,4,4,4,0,0,0,81,423,681,819,862,866,869,873,873,873
7,11,1000,999,965,620,272,76,16,7,6,6,6,6,6,0,0,0,73,395,656,794,821,838,838,838,838,838
7,12,1000,1000,963,592,215,71,20,5,5,5,5,5,5,0,0,0,75,471,707,828,860,867,867,867,867,867
7,13,1000,999,965,594,225,73,18,9,8,8,8,8,8,0,0,0,74,458,735,850,878,883,883,883,883,883
7,14,1000,1000,967,588,247,74,18,9,6,6,6,6,6,0,0,0,62,412,678,813,834,844,845,845,845,845
7,15,1000,1000,957,582,236,71,15,4,3,3,3,3,3,0,0,2,69,426,708,837,876,877,877,877,877,877
7,16,1000,998,962,585,235,72,19,7,4,4,4,4,4,0,0,0,86,431,688,812,840,852,854,854,854,854
7,17,1000,1000,968,610,229,75,14,5,4,4,4,4,4,0,0,0,52,439,688,790,811,823,823,823,823,823
7,18,1000,1000,972,622,216,70,14,5,5,5,5,5,5,0,0,0,45,426,677,796,820,825,825,825,825,825
7,19,1000,1000,963,602,225,76,16,6,4,4,4,4,4,0,0,0,76,445,676,791,830,837,837,837,837,837
7,20,1000,1000,964,605,219,81,27,12,11,10,10,10,10,0,0,0,56,430,690,807,845,858,860,861,861,861
7,21,1000,1000,976,609,240,71,25,8,4,4,4,4,4,0,0,0,67,440,719,843,878,883,883,883,883,883
7,22,1000,1000,968,590,258,65,21,12,10,10,10,10,10,0,0,0,80,440,681,811,837,841,843,843,843,843
7,23,1000,1000,966,590,253,86,16,7,5,5,5,5,5,0,0,0,73,428,658,781,811,814,815,815,815,815
7,24,1000,1000,962,618,243,65,11,5,1,1,1,1,1,0,0,0,60,414,695,820,850,852,855,855,855,855
7,25,1000,1000,955,583,202,60,14,5,5,4,4,4,4,0,0,0,100,438,699,830,862,866,867,867,867,867
7,26,1000,1000,975,615,248,73,20,8,7,7,7,7,7,0,0,0,55,435,675,801,830,833,833,833,833,833
7,27,1000,1000,976,614,233,81,28,10,8,8,8,8,8,0,0,0,59,438,650,753,806,815,815,815,815,815
7,28,1000,999,959,603,239,67,14,7,6,6,6,6,6,0,0,0,76,392,644,767,802,812,812,812,812,812
7,29,1000,999,977,603,236,79,24,8,7,7,7,7,7,0,0,0,64,413,680,804,834,840,840,840,840,840
8,0,1000,1000,965,631,235,63,14,5,4,4,4,4,4,0,0,0,69,400,688,827,869,872,872,872,872,872
8,1,1000,1000,964,609,235,66,16,7,6,6,6,6,6,0,0,0,68,421,637,754,789,792,792,792,792,792
8,2,1000,1000,953,553,206,64,14,6,4,4,4,4,4,0,0,1,82,437,676,795,829,830,835,834,834,834
8,3,1000,1000,962,593,240,65,16,6,3,3,3,3,3,0,0,0,70,416,722,841,879,883,883,883,883,883
8,4,1000,1000,952,588,217,68,20,9,7,7,7,7,7,0,0,0,85,406,628,753,790,799,799,799,799,799
8,5,1000,1000,966,618,254,66,15,7,5,5,5,5,5,0,0,0,70,412,674,799,851,851,851,851,851,851
8,6,1000,1000,954,587,194,77,18,8,7,7,7,7,7,0,0,1,72,448,683,788,830,835,835,835,835,835
8,7,1000,1000,973,593,238,71,15,7,6,6,6,6,6,0,0,0,73,413,701,817,849,856,856,856,856,856
8,8,1000,1000,975,586,254,59,22,8,7,7,7,7,7,0,0,0,50,409,685,783,815,818,818,818,818,818
8,9,1000,1000,954,564,200,64,17,6,4,4,4,4,4,0,0,1,87,434,694,797,833,839,841,841,841,841
8,10,1000,1000,961,602,239,83,21,7,5,4,4,4,4,0,0,0,80,417,680,831,874,879,883,887,887,887
8,11,1000,999,965,619,269,75,15,7,6,6,6,6,6,0,0,0,71,393,657,805,839,854,854,854,854,854
8,12,1000,1000,963,592,214,68,20,4,4,4,4,4,4,0,0,0,71,474,703,842,878,885,886,886,886,886
8,13,1000,999,965,594,219,72,14,5,4,4,4,4,4,0,0,0,77,449,721,835,868,875,874,874,874,874
8,14,1000,1000,967,588,246,72,17,8,5,5,5,5,5,0,0,0,57,403,687,831,852,862,863,863,863,863
8,15,1000,1000,957,581,231,70,15,4,3,3,3,3,3,0,0,2,70,422,707,835,885,888,888,888,888,888
8,16,1000,998,962,584,235,72,18,7,4,4,4,4,4,0,0,0,83,407,671,803,835,848,849,849,849,849
8,17,1000,1000,968,609,227,73,13,4,3,3,3,3,3,0,0,0,48,414,656,774,800,812,812,812,812,812
8,18,1000,1000,972,621,213,69,14,5,5,5,5,5,5,0,0,0,44,409,667,786,813,818,818,818,818,818
8,19,1000,1000,963,602,222,71,16,6,4,3,3,3,3,0,0,0,76,437,689,809,852,858,858,858,858,858
8,20,1000,1000,964,603,218,80,26,12,11,10,10,10,10,0,0,0,58,426,687,810,853,868,871,872,872,872
8,21,1000,1000,976,607,239,69,24,7,3,3,3,3,3,0,0,0,68,431,710,848,884,891,891,891,891,891
8,22,1000,1000,968,590,254,62,19,9,7,7,7,7,7,0,0,0,79,412,671,815,840,844,846,846,846,846
8,23,1000,1000,966,589,250,86,16,7,5,5,5,5,5,0,0,0,75,420,657,789,831,836,837,837,837,837
8,24,1000,1000,962,617,236,62,9,3,1,1,1,1,1,0,0,0,59,421,708,846,881,886,890,890,890,890
8,25,1000,1000,955,583,199,59,14,4,4,3,3,3,3,0,0,0,104,431,703,851,888,892,893,893,893,893
8,26,1000,1000,975,615,246,71,20,8,7,7,7,7,7,0,0,0,50,429,667,806,836,838,838,838,838,838
8,27,1000,1000,976,614,231,79,26,9,7,7,7,7,7,0,0,0,59,428,641,756,812,824,824,824,824,824
8,28,1000,999,959,603,237,65,12,5,4,4,4,4,4,0,0,0,77,388,643,772,810,817,817,817,817,817
8,29,1000,999,977,603,234,78,23,7,6,6,6,6,6,0,0,0,67,414,666,805,836,843,843,843,843,843
9,0,1000,1000,965,631,235,62,14,5,4,4,4,4,4,0,0,0,68,374,648,794,832,834,834,834,834,834
9,1,1000,1000,964,609,235,63,14,4,3,3,3,3,3,0,0,0,68,404,620,739,771,774,774,774,774,774
9,2,1000,1000,953,552,206,60,13,5,3,3,3,3,3,0,0,1,84,425,662,799,835,835,840,840,840,840
9,3,1000,1000,962,592,240,63,15,4,2,2,2,2,2,0,0,0,71,411,685,800,843,847,847,847,847,847
9,4,1000,1000,952,588,215,67,18,7,5,5,5,5,5,0,0,0,79,385,606,732,782,793,793,793,793,793
9,5,1000,1000,966,618,253,64,14,5,3,3,3,3,3,0,0,0,71,384,651,778,828,829,829,829,829,829
9,6,1000,1000,954,587,191,73,17,8,6,6,6,6,6,0,0,1,77,432,658,773,818,823,824,824,824,824
9,7,1000,1000,973,591,237,69,14,5,4,4,4,4,4,0,0,0,71,397,677,792,821,830,830,830,830,830
9,8,1000,1000,975,586,251,58,21,8,7,7,7,7,7,0,0,0,50,396,665,766,798,799,799,799,799,799
9,9,1000,1000,954,564,197,64,17,6,4,4,4,4,4,0,0,1,85,396,630,730,771,778,780,780,780,780
9,10,1000,1000,961,600,239,82,21,7,5,4,4,4,4,0,0,0,75,385,629,780,828,832,836,840,840,840
9,11,1000,999,965,619,266,71,12,3,2,2,2,2,2,0,0,0,68,372,615,754,795,805,805,805,805,805
9,12,1000,1000,963,591,211,68,19,3,3,3,3,3,3,0,0,0,69,453,677,809,848,857,859,859,859,859
9,13,1000,999,965,594,217,70,14,5,4,4,4,4,4,0,0,0,70,410,669,783,820,827,827,827,827,827
9,14,1000,1000,967,588,244,69,16,8,5,5,5,5,5,0,0,0,61,357,634,776,800,811,812,812,812,812
9,15,1000,1000,957,579,229,69,14,4,3,3,3,3,3,0,0,2,72,416,690,811,869,873,873,873,873,873
9,16,1000,998,962,584,235,68,17,6,3,3,3,3,3,0,0,0,82,384,638,766,797,811,812,812,812,812
9,17,1000,1000,968,608,226,73,12,3,2,2,2,2,2,0,0,0,46,387,613,729,755,769,771,771,771,771
9,18,1000,1000,972,619,211,69,14,5,5,5,5,5,5,0,0,0,45,390,616,735,765,770,770,770,770,770
9,19,1000,1000,963,602,220,70,16,6,4,3,3,3,3,0,0,0,78,399,653,766,813,818,819,819,819,819
9,20,1000,1000,964,602,218,80,24,10,9,8,8,8,8,0,0,0,57,407,646,782,831,844,848,849,849,849
9,21,1000,1000,976,607,237,69,23,7,3,3,3,3,3,0,0,0,68,399,673,807,835,841,842,842,842,842
9,22,1000,1000,968,590,252,59,18,8,5,5,5,5,5,0,0,0,78,389,653,793,821,825,828,828,828,828
9,23,1000,1000,966,588,247,82,14,6,4,4,4,4,4,0,0,0,75,386,616,749,804,809,811,811,811,811
9,24,1000,1000,962,616,235,61,9,3,1,1,1,1,1,0,0,0,62,399,665,811,849,853,857,857,857,857
9,25,1000,1000,955,583,198,59,14,3,2,2,2,2,2,0,0,0,99,394,653,790,821,826,828,828,828,828
9,26,1000,1000,975,615,244,70,20,8,7,7,7,7,7,0,0,0,48,393,633,769,798,803,803,803,803,803
9,27,1000,1000,976,614,229,79,24,8,6,6,6,6,6,0,0,0,59,402,603,722,785,793,793,793,793,793
9,28,1000,999,959,603,236,64,10,3,2,2,2,2,2,0,0,0,72,381,618,747,788,792,792,792,792,792
9,29,1000,999,977,603,232,77,22,5,4,4,4,4,4,0,0,0,65,384,612,747,783,790,790,790,790,790
10,0,1000,1000,965,630,234,62,14,4,3,3,3,3,3,0,0,0,68,327,566,701,737,739,740,740,740,740
10,1,1000,1000,964,609,235,63,13,4,3,3,3,3,3,0,0,0,69,385,576,696,732,736,736,736,736,736
10,2,1000,1000,953,552,206,59,13,5,3,3,3,3,3,0,0,1,82,379,597,730,768,769,774,773,773,773
10,3,1000,1000,962,592,238,63,15,4,2,2,2,2,2,0,0,0,68,400,664,769,810,817,817,817,817,817
10,4,1000,1000,952,588,213,67,17,6,4,4,4,4,4,0,0,0,79,362,551,680,736,747,748,748,748,748
10,5,1000,1000,966,618,252,64,14,4,3,3,3,3,3,0,0,0,72,367,599,717,772,775,775,775,775,775
10,6,1000,1000,954,587,191,73,16,7,5,5,5,5,5,0,0,1,74,409,622,732,771,777,778,778,778,778
10,7,1000,1000,973,591,235,68,13,5,4,4,4,4,4,0,0,0,70,366,622,734,766,775,775,775,775,775
10,8,1000,1000,975,585,248,58,20,7,5,5,5,5,5,0,0,0,49,375,629,724,756,758,758,758,758,758
10,9,1000,1000,954,563,195,62,16,5,3,3,3,3,3,0,0,1,87,370,577,677,716,721,723,723,723,723
10,10,1000,1000,961,600,235,77,20,6,4,3,3,3,3,0,0,0,74,355,575,716,768,774,778,782,782,782
10,11,1000,999,965,619,266,71,11,3,2,2,2,2,2,0,0,0,68,337,575,713,756,765,766,766,766,766
10,12,1000,1000,963,590,209,68,19,3,3,3,3,3,3,0,0,0,65,424,638,769,807,818,820,820,820,820
10,13,1000,999,965,594,216,67,12,4,3,3,3,3,3,0,0,0,68,382,614,729,772,778,778,778,778,778
10,14,1000,1000,967,587,241,68,16,8,5,4,4,4,4,0,0,0,59,319,563,707,725,738,738,738,738,738
10,15,1000,1000,957,579,228,68,12,3,2,2,2,2,2,0,0,2,65,381,631,746,803,809,809,809,809,809
10,16,1000,998,962,584,234,68,17,6,3,3,3,3,3,0,0,0,78,335,564,685,718,733,734,734,734,734
10,17,1000,1000,968,607,223,70,10,2,2,2,2,2,2,0,0,0,45,357,556,682,712,726,729,729,729,729
10,18,1000,1000,972,619,209,68,13,5,5,5,5,5,5,0,0,0,45,363,564,663,690,694,694,694,694,694
10,19,1000,1000,963,602,219,68,15,5,3,2,2,2,2,0,0,0,76,365,585,684,727,734,736,736,736,736
10,20,1000,1000,964,602,218,78,23,7,6,5,5,5,5,0,0,0,58,383,593,713,767,779,782,783,783,783
10,21,1000,1000,976,606,235,69,22,6,2,2,2,2,2,0,0,0,66,375,630,745,775,780,782,782,782,782
10,22,1000,1000,968,590,250,59,18,8,5,5,5,5,5,0,0,0,76,340,591,729,757,763,766,766,766,766
10,23,1000,1000,966,588,245,80,13,4,2,2,2,2,2,0,0,0,74,350,569,691,750,755,757,757,757,757
10,24,1000,1000,962,616,235,61,9,3,1,1,1,1,1,0,0,0,58,355,602,730,771,774,777,777,777,777
10,25,1000,1000,955,583,198,59,14,3,2,2,2,2,2,0,0,0,93,370,586,717,748,751,753,753,753,753
10,26,1000,1000,975,615,243,69,19,7,6,6,6,6,6,0,0,0,48,363,581,720,755,761,761,761,761,761
