k,trial,B0_1,B0_2,B0_3,B0_4,B0_5,B0_6,B0_7,B0_8,B0_9,B0_10,B0_11,B0_12,B0_13,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13
4,16,1000,1000,1000,978,713,271,73,27,20,18,18,18,18,0,0,0,0,17,279,460,544,560,564,564,564,564
4,17,1000,1000,1000,966,732,267,74,43,31,31,31,31,31,0,0,0,0,17,240,481,548,567,567,567,567,567
4,18,1000,1000,1000,963,708,252,72,22,18,18,18,18,18,0,0,0,0,30,294,506,574,592,592,592,592,592
4,19,1000,1000,1000,980,700,270,78,29,18,18,18,18,18,0,0,0,0,26,271,497,571,589,589,589,589,589
4,20,1000,1000,998,970,706,246,75,32,24,24,24,24,24,0,0,0,0,28,314,520,566,575,575,575,575,575
4,21,1000,1000,999,977,760,299,85,36,26,26,26,26,26,0,0,0,0,21,269,492,574,589,589,589,589,589
4,22,1000,1000,1000,973,694,227,72,17,14,14,14,14,14,0,0,0,0,20,307,502,567,585,585,585,585,585
4,23,1000,1000,1000,969,694,266,94,36,28,28,28,28,28,0,0,0,0,32,269,476,547,558,558,558,558,558
4,24,1000,1000,1000,970,700,268,74,30,23,21,21,21,21,0,0,0,0,22,265,503,563,578,582,582,582,582
4,25,1000,1000,1000,979,740,250,77,26,18,17,17,17,17,0,0,0,0,14,270,499,574,590,593,593,593,593
4,26,1000,1000,1000,973,740,243,69,27,21,20,20,20,20,0,0,0,0,16,310,542,599,614,615,615,615,615
4,27,1000,1000,1000,976,724,265,80,37,29,28,28,28,28,0,0,0,0,16,281,506,591,609,612,612,612,612
4,28,1000,1000,1000,972,753,240,59,20,16,16,16,16,16,0,0,0,0,11,288,517,593,606,606,606,606,606
4,29,1000,1000,1000,986,725,233,75,20,16,15,15,15,15,0,0,0,0,21,292,466,563,578,579,579,579,579
5,0,1000,1000,999,977,719,247,67,21,16,15,15,15,15,0,0,0,0,21,387,691,789,806,809,809,809,809
5,1,1000,1000,1000,968,746,268,53,16,11,11,11,11,11,0,0,0,1,22,342,658,753,775,777,777,777,777
5,2,1000,1000,1000,971,751,276,73,21,11,11,11,11,11,0,0,0,0,30,345,678,782,803,805,805,805,805
5,3,1000,1000,1000,979,750,267,69,18,12,12,12,12,12,0,0,0,0,18,318,673,771,800,803,803,803,803
5,4,1000,1000,1000,985,753,235,66,23,16,14,14,14,14,0,0,0,0,19,357,682,783,807,809,809,809,809
5,5,1000,1000,999,978,737,246,64,18,14,14,14,14,14,0,0,0,0,26,364,679,772,792,793,793,793,793
5,6,1000,1000,999,973,719,256,50,14,7,7,7,7,7,0,0,0,0,27,333,629,737,753,756,756,756,756
5,7,1000,1000,1000,973,730,259,71,20,17,17,17,17,17,0,0,0,0,18,339,680,796,813,815,815,815,815
5,8,1000,1000,999,970,685,234,54,17,11,11,11,11,11,0,0,0,0,43,372,673,762,787,791,791,791,791
5,9,1000,1000,1000,968,724,280,63,19,15,15,15,15,15,0,0,0,0,37,342,648,752,768,769,769,769,769
5,10,1000,1000,1000,978,725,255,51,19,11,10,10,10,10,0,0,0,0,32,323,671,782,799,799,799,799,799
5,11,1000,1000,1000,969,698,236,48,21,14,14,14,14,14,0,0,0,0,34,373,651,745,755,757,757,757,757
5,12,1000,1000,1000,963,734,265,66,21,12,12,12,12,12,0,0,0,1,54,361,672,791,807,810,810,810,810
5,13,1000,1000,1000,965,736,251,64,19,11,10,10,10,10,0,0,0,0,13,342,702,805,821,821,821,821,821
5,14,1000,1000,1000,980,706,265,84,19,16,16,16,16,16,0,0,0,0,55,377,678,788,798,798,798,798,798
5,15,1000,1000,1000,956,732,269,78,17,11,11,11,11,11,0,0,0,0,28,326,629,733,761,762,762,762,762
5,16,1000,1000,1000,978,712,263,68,20,12,10,10,10,10,0,0,0,0,20,349,609,728,750,755,755,755,755
5,17,1000,1000,1000,966,728,259,66,31,19,19,19,19,19,0,0,0,0,20,329,665,757,777,777,777,777,777
5,18,1000,1000,1000,963,703,245,63,16,10,10,10,10,10,0,0,0,0,33,374,657,747,771,772,772,772,772
5,19,1000,1000,1000,980,699,261,72,23,12,12,12,12,12,0,0,0,0,26,350,654,761,787,787,787,787,787
5,20,1000,1000,998,970,703,237,66,21,13,13,13,13,13,0,0,0,0,27,385,656,727,745,745,745,745,745
5,21,1000,1000,999,977,755,290,73,23,12,12,12,12,12,0,0,0,0,20,339,640,747,767,767,767,767,767
5,22,1000,1000,1000,973,690,221,67,13,10,10,10,10,10,0,0,0,0,22,379,665,763,785,786,786,786,786
5,23,1000,1000,1000,969,690,258,83,24,17,17,17,17,17,0,0,0,0,38,342,634,719,742,742,742,742,742
5,24,1000,1000,1000,970,699,263,68,20,14,12,12,12,12,0,0,0,0,33,347,661,750,773,779,779,779,779
5,25,1000,1000,1000,979,739,246,67,16,8,7,7,7,7,0,0,0,0,16,335,650,771,796,798,798,798,798
5,26,1000,1000,1000,973,738,233,64,17,12,10,10,10,10,0,0,0,0,24,388,705,790,816,817,817,817,817
5,27,1000,1000,1000,976,722,258,72,28,19,18,18,18,18,0,0,0,0,18,341,645,767,789,794,794,794,794
5,28,1000,1000,1000,972,749,236,54,16,11,11,11,11,11,0,0,0,0,15,351,677,772,786,786,786,786,786
5,29,1000,1000,1000,986,724,223,71,17,10,9,9,9,9,0,0,0,0,26,371,633,762,784,785,785,785,785
6,0,1000,1000,999,977,717,243,63,16,12,11,11,11,11,0,0,0,0,22,437,813,939,964,967,967,967,967
6,1,1000,1000,1000,968,746,266,48,14,9,9,9,9,9,0,0,0,1,21,378,742,857,887,890,890,890,890
6,2,1000,1000,1000,971,751,270,69,16,8,8,8,8,8,0,0,0,0,34,367,763,885,916,919,919,919,919
6,3,1000,1000,1000,979,749,260,60,13,6,6,6,6,6,0,0,0,0,15,348,774,898,931,937,937,937,937
6,4,1000,1000,1000,985,752,228,62,18,11,9,9,9,9,0,0,0,0,21,415,800,918,946,949,949,949,949
6,5,1000,1000,999,978,735,239,61,12,7,7,7,7,7,0,0,0,0,25,398,800,918,943,945,945,945,945
6,6,1000,1000,999,973,719,249,49,12,5,5,5,5,5,0,0,0,0,26,377,734,859,883,887,887,887,887
6,7,1000,1000,1000,973,728,252,66,15,11,11,11,11,11,0,0,0,0,18,374,795,929,955,957,957,957,957
6,8,1000,1000,999,970,683,227,49,12,7,6,6,6,6,0,0,0,0,40,434,786,903,925,928,928,928,928
6,9,1000,1000,1000,968,721,273,58,13,9,9,9,9,9,0,0,0,0,39,371,737,868,889,890,890,890,890
6,10,1000,1000,1000,978,724,251,44,12,5,4,4,4,4,0,0,0,0,31,362,773,902,924,925,925,925,925
6,11,1000,1000,1000,969,696,234,44,17,10,10,10,10,10,0,0,0,0,32,413,757,872,886,889,889,889,889
6,12,1000,1000,1000,963,731,255,64,17,7,6,6,6,6,0,0,0,1,51,387,764,909,932,936,936,936,936
6,13,1000,1000,1000,965,735,246,61,16,9,8,8,8,8,0,0,0,0,14,372,787,914,938,941,941,941,941
6,14,1000,1000,1000,980,705,259,76,13,9,9,9,9,9,0,0,0,0,56,399,740,876,896,896,896,896,896
6,15,1000,1000,1000,956,730,267,77,14,9,9,9,9,9,0,0,0,0,32,369,713,846,876,878,878,878,878
6,16,1000,1000,1000,978,710,256,59,14,6,4,4,4,4,0,0,0,0,20,385,699,835,863,869,869,869,869
6,17,1000,1000,1000,966,728,252,64,28,16,16,16,16,16,0,0,0,0,23,388,795,913,942,942,942,942,942
6,18,1000,1000,1000,963,703,240,56,12,5,5,5,5,5,0,0,0,0,34,399,747,871,899,901,901,901,901
6,19,1000,1000,1000,980,698,253,66,18,7,7,7,7,7,0,0,0,0,28,382,744,874,912,912,912,912,912
6,20,1000,1000,998,970,700,234,64,15,9,9,9,9,9,0,0,0,0,29,412,732,839,865,866,866,866,866
6,21,1000,1000,999,977,751,283,70,20,9,9,9,9,9,0,0,0,0,19,377,744,881,909,909,909,909,909
6,22,1000,1000,1000,973,689,218,64,9,6,6,6,6,6,0,0,0,0,22,410,761,873,900,902,902,902,902
6,23,1000,1000,1000,969,688,254,77,17,11,11,11,11,11,0,0,0,0,38,380,729,848,876,876,876,876,876
6,24,1000,1000,1000,970,698,258,62,16,10,7,7,7,7,0,0,0,0,34,368,742,851,881,885,885,885,885
6,25,1000,1000,1000,979,738,242,62,14,5,4,4,4,4,0,0,0,0,20,371,752,902,932,934,934,934,934
6,26,1000,1000,1000,973,733,229,61,16,10,9,9,9,9,0,0,0,0,28,437,806,910,938,942,942,942,942
6,27,1000,1000,1000,976,719,253,64,24,14,13,13,13,13,0,0,0,0,17,382,737,890,923,930,930,930,930
6,28,1000,1000,1000,972,748,230,49,10,4,4,4,4,4,0,0,0,0,18,389,803,916,932,932,932,932,932
6,29,1000,1000,1000,986,724,216,68,16,8,7,7,7,7,0,0,0,0,28,422,739,883,911,912,912,912,912
7,0,1000,1000,999,977,715,240,58,11,7,6,6,6,6,0,0,0,0,21,452,860,1010,1037,1042,1042,1042,1042
7,1,1000,1000,1000,968,745,265,48,13,8,8,8,8,8,0,0,0,1,20,396,777,921,960,964,964,964,964
7,2,1000,1000,1000,971,749,265,67,13,5,5,5,5,5,0,0,0,0,33,378,802,938,982,986,986,986,986
7,3,1000,1000,1000,979,749,255,58,11,5,5,5,5,5,0,0,0,0,15,353,826,958,997,1003,1003,1003,1003
7,4,1000,1000,1000,985,752,224,60,14,6,4,4,4,4,0,0,0,0,21,432,839,972,1004,1007,1007,1007,1007
7,5,1000,1000,999,978,734,236,60,10,6,6,6,6,6,0,0,0,0,26,393,838,972,1008,1010,1010,1010,1010
7,6,1000,1000,999,973,716,245,48,11,4,4,4,4,4,0,0,0,0,28,396,786,931,953,959,959,959,959
7,7,1000,1000,1000,973,728,249,62,12,8,8,8,8,8,0,0,0,0,18,387,842,992,1025,1026,1026,1026,1026
7,8,1000,1000,999,970,681,225,47,11,5,4,4,4,4,0,0,0,0,37,447,838,969,996,1002,1002,1002,1002
7,9,1000,1000,1000,968,719,267,54,8,5,5,5,5,5,0,0,0,0,35,401,816,967,994,996,996,996,996
7,10,1000,1000,1000,978,724,249,42,11,3,2,2,2,2,0,0,0,0,30,371,815,962,987,989,989,989,989
7,11,1000,1000,1000,969,696,230,43,14,7,6,6,6,6,0,0,0,0,34,405,794,923,940,943,943,943,943
7,12,1000,1000,1000,963,730,253,63,15,6,5,5,5,5,0,0,0,1,50,400,827,998,1025,1031,1031,1031,1031
7,13,1000,1000,1000,965,733,243,57,12,6,5,5,5,5,0,0,0,0,15,382,826,954,982,986,986,986,986
7,14,1000,1000,1000,980,705,253,70,11,7,7,7,7,7,0,0,0,0,54,415,791,955,979,979,979,979,979
7,15,1000,1000,1000,956,730,264,69,11,5,5,5,5,5,0,0,0,0,33,383,785,943,982,986,986,986,986
7,16,1000,1000,1000,978,709,254,56,13,5,3,3,3,3,0,0,0,0,16,407,767,911,942,950,950,950,950
7,17,1000,1000,1000,966,728,247,62,26,13,13,13,13,13,0,0,0,0,21,407,858,994,1034,1035,1035,1035,1035
7,18,1000,1000,1000,963,702,237,52,11,4,4,4,4,4,0,0,0,0,34,418,800,945,975,977,977,977,977
7,19,1000,1000,1000,980,697,249,62,16,5,5,5,5,5,0,0,0,0,32,397,812,961,1005,1005,1005,1005,1005
7,20,1000,1000,998,970,699,233,62,14,8,8,8,8,8,0,0,0,0,29,426,787,910,937,938,938,938,938
7,21,1000,1000,999,977,751,280,66,13,6,6,6,6,6,0,0,0,0,20,385,797,951,986,986,986,986,986
7,22,1000,1000,1000,973,686,215,63,9,5,5,5,5,5,0,0,0,0,24,437,817,934,976,978,978,978,978
7,23,1000,1000,1000,969,688,250,73,14,8,8,8,8,8,0,0,0,0,38,384,776,925,955,955,955,955,955
7,24,1000,1000,1000,970,698,257,59,14,9,5,5,5,5,0,0,0,0,37,380,773,900,935,940,940,940,940
7,25,1000,1000,1000,979,737,240,60,13,4,3,3,3,3,0,0,0,0,17,395,826,1005,1043,1046,1046,1046,1046
7,26,1000,1000,1000,973,731,226,58,16,9,8,8,8,8,0,0,0,0,25,446,872,993,1029,1032,1032,1032,1032
7,27,1000,1000,1000,976,719,251,62,23,12,11,11,11,11,0,0,0,0,16,392,786,961,998,1006,1006,1006,1006
7,28,1000,1000,1000,972,747,229,49,8,3,3,3,3,3,0,0,0,0,14,387,846,973,996,996,996,996,996
7,29,1000,1000,1000,986,724,214,65,14,6,5,5,5,5,0,0,0,0,26,425,784,948,984,986,986,986,986
8,0,1000,1000,999,977,714,235,54,8,4,3,3,3,3,0,0,0,0,19,453,869,1032,1055,1062,1062,1062,1062
8,1,1000,1000,1000,968,745,262,46,12,7,7,7,7,7,0,0,0,1,21,394,786,936,975,980,980,980,980
8,2,1000,1000,1000,971,747,260,64,12,4,4,4,4,4,0,0,0,0,30,363,816,971,1019,1024,1024,1024,1024
8,3,1000,1000,1000,979,747,252,54,10,3,3,3,3,3,0,0,0,0,14,351,847,990,1034,1040,1040,1040,1040
8,4,1000,1000,1000,985,752,221,57,13,5,3,3,3,3,0,0,0,0,20,428,858,1006,1045,1048,1048,1048,1048
8,5,1000,1000,999,978,734,235,58,9,5,5,5,5,5,0,0,0,0,26,388,818,970,1005,1009,1009,1009,1009
8,6,1000,1000,999,973,716,244,48,10,3,3,3,3,3,0,0,0,0,29,394,793,949,973,980,980,980,980
8,7,1000,1000,1000,973,727,245,60,10,5,5,5,5,5,0,0,0,0,14,388,860,1022,1058,1060,1060,1060,1060
8,8,1000,1000,999,970,681,225,45,9,4,3,3,3,3,0,0,0,0,34,428,839,981,1012,1020,1020,1020,1020
8,9,1000,1000,1000,968,717,265,50,7,4,4,4,4,4,0,0,0,0,34,391,823,972,1006,1011,1011,1011,1011
8,10,1000,1000,1000,978,724,245,42,10,3,2,2,2,2,0,0,0,0,27,375,833,985,1012,1013,1013,1013,1013
8,11,1000,1000,1000,969,696,226,41,13,6,5,5,5,5,0,0,0,0,33,390,799,927,951,955,955,955,955
8,12,1000,1000,1000,963,729,251,60,14,4,3,3,3,3,0,0,0,1,45,390,831,1011,1040,1046,1046,1046,1046
8,13,1000,1000,1000,965,731,236,55,12,5,4,4,4,4,0,0,0,0,14,378,838,973,1011,1015,1015,1015,1015
8,14,1000,1000,1000,980,705,248,67,10,6,6,6,6,6,0,0,0,0,50,406,777,958,980,980,980,980,980
8,15,1000,1000,1000,956,730,261,69,11,3,2,2,2,2,0,0,0,0,30,376,800,982,1021,1025,1025,1025,1025
8,16,1000,1000,1000,978,709,252,56,12,4,2,2,2,2,0,0,0,0,15,419,784,937,967,976,976,976,976
8,17,1000,1000,1000,966,726,244,61,24,11,9,9,9,9,0,0,0,0,22,398,865,1018,1059,1061,1061,1061,1061
8,18,1000,1000,1000,963,702,236,51,11,3,3,3,3,3,0,0,0,0,34,409,807,959,1002,1003,1003,1003,1003
8,19,1000,1000,1000,980,696,247,61,15,4,4,4,4,4,0,0,0,0,31,395,831,982,1030,1031,1031,1031,1031
8,20,1000,1000,998,970,699,232,59,11,5,5,5,5,5,0,0,0,0,30,415,793,939,969,970,970,970,970
8,21,1000,1000,999,977,751,278,65,11,4,4,4,4,4,0,0,0,0,17,370,809,988,1026,1026,1026,1026,1026
8,22,1000,1000,1000,973,686,210,62,8,4,4,4,4,4,0,0,0,0,23,430,817,946,993,996,996,996,996
8,23,1000,1000,1000,969,686,246,72,14,8,8,8,8,8,0,0,0,0,40,380,777,932,969,969,969,969,969
8,24,1000,1000,1000,970,698,255,56,12,7,3,3,3,3,0,0,0,0,36,375,784,925,960,964,964,964,964
8,25,1000,1000,1000,979,737,238,60,12,3,2,2,2,2,0,0,0,0,12,381,810,992,1032,1035,1035,1035,1035
8,26,1000,1000,1000,973,730,224,57,13,7,6,6,6,6,0,0,0,0,23,437,884,1019,1059,1063,1063,1063,1063
8,27,1000,1000,1000,976,719,247,57,20,9,7,7,7,7,0,0,0,0,15,383,792,974,1012,1021,1021,1021,1021
8,28,1000,1000,1000,972,746,229,47,4,1,1,1,1,1,0,0,0,0,12,379,849,986,1015,1016,1016,1016,1016
8,29,1000,1000,1000,986,724,211,62,13,5,4,4,4,4,0,0,0,0,26,440,799,972,1018,1021,1021,1021,1021
9,0,1000,1000,999,977,713,230,52,7,3,2,2,2,2,0,0,0,0,17,446,834,1007,1029,1036,1036,1036,1036
9,1,1000,1000,1000,968,745,258,43,10,5,5,5,5,5,0,0,0,1,20,369,757,897,935,940,940,940,940
9,2,1000,1000,1000,971,747,260,63,11,3,3,3,3,3,0,0,0,0,26,346,788,953,1005,1010,1010,1010,1010
9,3,1000,1000,1000,979,747,250,54,9,2,2,2,2,2,0,0,0,0,15,355,828,970,1016,1019,1019,1019,1019
9,4,1000,1000,1000,985,751,219,55,11,3,2,2,2,2,0,0,0,0,19,422,822,981,1021,1027,1027,1027,1027
9,5,1000,1000,999,978,733,233,57,9,4,4,4,4,4,0,0,0,0,24,368,770,928,963,965,965,965,965
9,6,1000,1000,999,973,716,244,46,9,3,3,3,3,3,0,0,0,0,28,389,776,931,953,962,962,962,962
9,7,1000,1000,1000,973,727,244,57,7,1,1,1,1,1,0,0,0,0,14,366,819,973,1004,1004,1004,1004,1004
9,8,1000,1000,999,970,680,224,44,8,3,2,2,2,2,0,0,0,0,33,404,803,953,983,992,992,992,992
9,9,1000,1000,1000,968,716,264,49,7,4,4,4,4,4,0,0,0,0,37,374,801,953,984,991,991,991,991
9,10,1000,1000,1000,978,724,244,40,9,2,1,1,1,1,0,0,0,0,23,346,791,954,989,990,990,990,990
9,11,1000,1000,1000,969,696,224,41,13,6,5,5,5,5,0,0,0,0,33,377,770,893,915,920,920,920,920
9,12,1000,1000,1000,963,729,247,59,13,4,3,3,3,3,0,0,0,1,40,375,805,992,1020,1027,1027,1027,1027
9,13,1000,1000,1000,965,730,232,54,11,4,3,3,3,3,0,0,0,0,15,370,823,970,1004,1008,1008,1008,1008
9,14,1000,1000,1000,980,705,247,66,9,5,5,5,5,5,0,0,0,0,50,379,740,926,951,950,950,950,950
9,15,1000,1000,1000,956,728,261,68,9,2,1,1,1,1,0,0,0,0,27,376,782,970,1010,1015,1015,1015,1015
9,16,1000,1000,1000,978,709,249,55,11,4,2,2,2,2,0,0,0,0,14,412,769,910,938,947,947,947,947
9,17,1000,1000,1000,966,726,244,58,22,8,6,6,6,6,0,0,0,0,21,381,855,1003,1044,1046,1046,1046,1046
9,18,1000,1000,1000,963,702,233,49,9,2,2,2,2,2,0,0,0,0,31,398,789,953,990,991,991,991,991
9,19,1000,1000,1000,980,696,247,61,15,4,4,4,4,4,0,0,0,0,31,364,792,951,997,999,999,999,999
9,20,1000,1000,998,970,699,232,56,8,2,2,2,2,2,0,0,0,0,31,395,771,916,949,952,952,952,952
9,21,1000,1000,999,977,750,278,65,11,4,4,4,4,4,0,0,0,0,16,350,787,961,998,998,998,998,998
9,22,1000,1000,1000,973,686,207,61,7,3,3,3,3,3,0,0,0,0,23,418,802,926,980,982,982,982,982
9,23,1000,1000,1000,969,684,245,71,11,4,4,4,4,4,0,0,0,0,37,359,763,938,978,978,978,978,978
9,24,1000,1000,1000,970,698,254,55,9,3,1,1,1,1,0,0,0,0,34,365,759,895,932,939,939,939,939
9,25,1000,1000,1000,979,737,238,60,11,3,2,2,2,2,0,0,0,0,11,368,801,988,1033,1038,1038,1038,1038
9,26,1000,1000,1000,973,730,224,57,12,5,4,4,4,4,0,0,0,0,24,430,846,972,1014,1017,1017,1017,1017
9,27,1000,1000,1000,976,718,247,56,19,8,6,6,6,6,0,0,0,0,14,373,780,968,1006,1017,1017,1017,1017
9,28,1000,1000,1000,972,744,228,46,4,1,1,1,1,1,0,0,0,0,13,357,811,954,983,986,986,986,986
9,29,1000,1000,1000,986,724,211,61,12,5,4,4,4,4,0,0,0,0,27,428,777,966,1019,1024,1024,1024,1024
10,0,1000,1000,999,977,713,227,48,7,3,2,2,2,2,0,0,0,0,15,419,760,928,955,960,960,960,960
10,1,1000,1000,1000,968,745,257,41,9,4,4,4,4,4,0,0,0,1,20,350,697,829,868,873,873,873,873
10,2,1000,1000,1000,971,747,259,62,10,2,2,2,2,2,0,0,0,0,23,332,747,914,962,967,967,967,967
10,3,1000,1000,1000,979,747,250,53,9,2,2,2,2,2,0,0,0,0,13,342,776,916,969,974,974,974,974
10,4,1000,1000,1000,985,749,216,53,11,3,2,2,2,2,0,0,0,0,19,410,756,914,957,961,961,961,961
10,5,1000,1000,999,978,733,231,55,8,4,4,4,4,4,0,0,0,0,24,354,708,866,908,911,911,911,911
10,6,1000,1000,999,973,716,242,46,9,3,3,3,3,3,0,0,0,0,28,370,737,877,906,915,915,915,915
10,7,1000,1000,1000,973,727,243,57,6,1,1,1,1,1,0,0,0,0,12,358,763,908,938,940,940,940,940
10,8,1000,1000,999,970,680,223,44,8,3,2,2,2,2,0,0,0,0,32,389,770,924,953,960,960,960,960
10,9,1000,1000,1000,968,715,263,48,6,3,3,3,3,3,0,0,0,0,35,355,760,908,941,949,949,949,949
10,10,1000,1000,1000,978,724,244,39,8,1,1,1,1,1,0,0,0,0,23,327,766,922,957,960,960,960,960
10,11,1000,1000,1000,969,696,223,41,12,4,3,3,3,3,0,0,0,0,31,358,738,872,895,900,900,900,900
10,12,1000,1000,1000,963,729,246,59,13,4,3,3,3,3,0,0,0,1,39,339,738,921,954,962,962,962,962
10,13,1000,1000,1000,965,730,232,54,11,4,3,3,3,3,0,0,0,0,15,353,773,913,950,955,955,955,955
10,14,1000,1000,1000,980,705,247,65,7,5,5,5,5,5,0,0,0,0,48,345,671,855,885,884,884,884,884
10,15,1000,1000,1000,956,728,261,68,8,2,1,1,1,1,0,0,0,0,24,356,716,902,947,952,952,952,952
10,16,1000,1000,1000,978,709,249,55,11,4,2,2,2,2,0,0,0,0,14,390,719,852,885,896,896,896,896
10,17,1000,1000,1000,966,725,243,58,21,8,6,6,6,6,0,0,0,0,19,370,817,951,996,1000,1000,1000,1000
10,18,1000,1000,1000,963,702,232,49,8,2,2,2,2,2,0,0,0,0,29,373,716,888,923,924,924,924,924
