k,trial,B0_1,B0_2,B0_3,B0_4,B0_5,B0_6,B0_7,B0_8,B0_9,B0_10,B0_11,B0_12,B0_13,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13
3,29,1000,1000,999,991,889,446,125,46,41,41,41,41,41,0,0,0,0,0,56,267,340,349,349,349,349,349
4,0,1000,1000,1000,989,885,464,105,27,17,17,17,17,17,0,0,0,0,1,71,386,522,539,539,539,539,539
4,1,1000,1000,999,997,895,454,97,22,15,15,15,15,15,0,0,0,0,0,97,464,601,614,616,616,616,616
4,2,1000,1000,999,991,882,457,104,30,20,19,18,18,18,0,0,0,0,0,85,415,562,584,586,586,586,586
4,3,1000,1000,1000,996,903,470,87,24,19,18,18,18,18,0,0,0,0,1,88,459,608,623,623,623,623,623
4,4,1000,1000,1000,997,906,432,95,32,22,21,21,21,21,0,0,0,0,0,84,465,601,623,624,624,624,624
4,5,1000,1000,1000,998,889,452,88,22,16,16,16,16,16,0,0,0,0,0,90,482,620,639,639,639,639,639
4,6,1000,1000,1000,995,900,450,81,28,19,18,18,18,18,0,0,0,0,0,98,480,599,614,616,616,616,616
4,7,1000,1000,1000,994,888,468,102,29,18,18,18,18,18,0,0,0,0,2,73,422,572,593,593,593,593,593
4,8,1000,1000,1000,995,903,455,100,29,16,16,16,16,16,0,0,0,0,1,74,439,554,573,575,575,575,575
4,9,1000,1000,999,992,905,456,99,27,18,18,18,18,18,0,0,0,0,1,76,450,591,606,606,606,606,606
4,10,1000,1000,999,997,892,459,101,28,20,20,20,20,20,0,0,0,0,1,83,474,594,609,609,609,609,609
4,11,1000,1000,1000,998,911,452,113,30,23,23,23,23,23,0,0,0,0,0,63,420,550,563,563,563,563,563
4,12,1000,1000,1000,992,896,461,106,19,12,12,12,12,12,0,0,0,0,0,79,409,566,583,586,586,586,586
4,13,1000,1000,1000,990,877,449,95,27,18,18,18,18,18,0,0,0,0,3,96,439,574,596,597,597,597,597
4,14,1000,1000,1000,991,888,444,91,23,16,16,16,16,16,0,0,0,0,2,108,467,620,631,632,632,632,632
4,15,1000,1000,1000,994,925,463,109,26,17,15,15,15,15,0,0,0,0,0,55,405,571,595,600,600,600,600
4,16,1000,1000,1000,994,899,469,98,24,15,13,13,13,13,0,0,0,0,0,82,437,569,589,590,590,590,590
4,17,1000,1000,1000,995,905,430,94,28,23,22,22,22,22,0,0,0,0,0,101,450,588,597,599,599,599,599
4,18,1000,1000,1000,997,893,437,100,19,12,12,12,12,12,0,0,0,0,1,90,438,575,591,591,591,591,591
4,19,1000,1000,1000,997,911,470,110,29,19,18,18,18,18,0,0,0,0,2,67,402,558,577,579,579,579,579
4,20,1000,1000,999,996,890,438,97,29,21,19,19,19,19,0,0,0,0,0,88,436,572,587,589,590,590,590
4,21,1000,1000,1000,994,897,446,98,30,20,19,19,19,19,0,0,0,0,2,79,446,624,635,639,639,639,639
4,22,1000,1000,1000,995,901,444,96,25,22,22,22,22,22,0,0,0,0,2,86,471,613,632,633,633,633,633
4,23,1000,1000,1000,997,901,452,88,23,16,15,15,15,15,0,0,0,0,1,84,462,600,608,609,609,609,609
4,24,1000,1000,999,994,907,439,88,24,15,14,14,14,14,0,0,0,0,5,77,457,592,606,606,606,606,606
4,25,1000,1000,1000,990,876,423,103,30,24,22,21,21,21,0,0,0,0,3,100,431,557,568,568,569,569,569
4,26,1000,1000,1000,995,913,451,98,23,13,13,13,13,13,0,0,0,0,0,83,447,580,598,599,599,599,599
4,27,1000,1000,1000,991,903,434,115,31,24,22,22,22,22,0,0,0,0,1,92,388,539,550,551,551,551,551
4,28,1000,1000,1000,991,890,435,93,24,18,17,17,17,17,0,0,0,0,0,92,420,548,566,566,566,566,566
4,29,1000,1000,999,991,887,435,116,33,25,25,25,25,25,0,0,0,0,0,93,441,583,599,599,599,599,599
5,0,1000,1000,1000,989,884,459,99,22,12,12,12,12,12,0,0,0,0,1,98,530,733,761,761,761,761,761
5,1,1000,1000,999,997,893,450,90,18,11,11,11,11,11,0,0,0,0,0,115,580,772,792,795,795,795,795
5,2,1000,1000,999,991,881,449,99,26,17,16,15,15,15,0,0,0,0,0,112,536,754,787,792,793,793,793
5,3,1000,1000,1000,996,902,465,80,17,12,11,11,11,11,0,0,0,0,1,109,570,792,818,818,818,818,818
5,4,1000,1000,1000,997,905,425,86,25,14,13,13,13,13,0,0,0,0,0,103,613,794,827,828,828,828,828
5,5,1000,1000,1000,998,889,443,82,15,11,11,11,11,11,0,0,0,0,0,107,609,794,820,820,820,820,820
5,6,1000,1000,1000,995,900,445,77,22,12,11,11,11,11,0,0,0,0,0,113,592,766,792,796,797,797,797
5,7,1000,1000,1000,994,888,466,98,24,11,11,11,11,11,0,0,0,0,2,92,551,762,790,790,790,790,790
5,8,1000,1000,1000,995,903,449,97,22,10,10,10,10,10,0,0,0,0,1,79,552,733,762,765,765,765,765
5,9,1000,1000,999,992,905,443,87,18,9,9,9,9,9,0,0,0,0,1,94,552,752,772,772,772,772,772
5,10,1000,1000,999,997,891,449,98,24,16,16,16,16,16,0,0,0,0,1,110,597,761,794,794,794,794,794
5,11,1000,1000,1000,998,911,448,104,17,11,11,11,11,11,0,0,0,0,0,82,545,727,749,750,750,750,750
5,12,1000,1000,1000,992,896,456,97,15,6,6,6,6,6,0,0,0,0,0,97,534,749,775,778,778,778,778
5,13,1000,1000,1000,990,876,443,84,20,10,10,10,10,10,0,0,0,0,3,116,553,748,775,776,776,776,776
5,14,1000,1000,1000,991,887,438,82,20,12,11,11,11,11,0,0,0,0,1,133,582,797,817,819,819,819,819
5,15,1000,1000,1000,994,924,454,102,20,11,9,9,9,9,0,0,0,0,0,70,562,800,834,842,842,842,842
5,16,1000,1000,1000,994,898,464,94,17,10,8,8,8,8,0,0,0,0,0,106,578,763,796,797,797,797,797
5,17,1000,1000,1000,995,905,426,89,22,15,14,14,14,14,0,0,0,0,0,117,570,766,781,783,783,783,783
5,18,1000,1000,1000,997,893,430,96,15,8,8,8,8,8,0,0,0,0,1,110,574,776,803,803,803,803,803
5,19,1000,1000,1000,997,911,463,103,22,8,7,7,7,7,0,0,0,0,2,78,538,751,779,783,783,783,783
5,20,1000,1000,999,996,890,427,93,22,14,12,12,12,12,0,0,0,0,0,104,554,734,761,763,765,765,765
5,21,1000,1000,1000,994,897,438,94,24,12,11,11,11,11,0,0,0,0,2,92,574,811,832,836,836,836,836
5,22,1000,1000,1000,995,901,435,87,15,9,9,9,9,9,0,0,0,0,1,109,595,804,837,838,838,838,838
5,23,1000,1000,1000,997,901,443,79,17,11,10,10,10,10,0,0,0,0,1,106,586,788,810,811,811,811,811
5,24,1000,1000,999,994,907,429,85,19,9,8,8,8,8,0,0,0,0,3,96,601,787,812,812,812,812,812
5,25,1000,1000,1000,990,876,414,97,23,16,14,13,13,13,0,0,0,0,3,117,553,719,739,740,740,740,740
5,26,1000,1000,1000,995,913,440,92,16,6,6,6,6,6,0,0,0,0,0,92,547,741,771,772,772,772,772
5,27,1000,1000,1000,991,902,425,104,22,15,14,14,14,14,0,0,0,0,1,113,537,756,777,779,779,779,779
5,28,1000,1000,1000,991,889,427,82,14,9,8,8,8,8,0,0,0,0,0,115,556,751,778,778,778,778,778
5,29,1000,1000,999,991,886,430,103,20,12,12,12,12,12,0,0,0,0,0,104,540,739,762,762,762,762,762
6,0,1000,1000,1000,989,884,452,95,19,8,8,8,8,8,0,0,0,0,1,107,621,864,899,899,899,899,899
6,1,1000,1000,999,997,892,445,85,15,9,9,9,9,9,0,0,0,0,0,116,641,874,903,908,908,908,908
6,2,1000,1000,999,991,881,445,97,23,12,11,10,10,10,0,0,0,0,0,125,617,895,934,940,942,942,942
6,3,1000,1000,1000,996,902,460,76,14,10,9,9,9,9,0,0,0,0,1,114,639,916,950,950,950,950,950
6,4,1000,1000,1000,997,905,418,82,20,9,8,8,8,8,0,0,0,0,0,107,698,915,960,962,962,962,962
6,5,1000,1000,1000,998,889,439,76,15,10,10,10,10,10,0,0,0,0,0,116,670,908,944,945,945,945,945
6,6,1000,1000,1000,995,900,444,73,19,7,6,6,6,6,0,0,0,0,0,129,690,909,942,948,949,949,949
6,7,1000,1000,1000,994,888,461,90,18,6,6,6,6,6,0,0,0,0,2,96,595,868,907,908,908,908,908
6,8,1000,1000,1000,995,903,448,90,17,4,4,4,4,4,0,0,0,0,1,89,635,863,909,914,914,914,914
6,9,1000,1000,999,992,904,436,82,15,5,5,5,5,5,0,0,0,0,1,101,634,884,911,912,912,912,912
6,10,1000,1000,999,997,891,443,92,20,10,10,10,10,10,0,0,0,0,1,122,661,877,920,920,920,920,920
6,11,1000,1000,1000,998,911,443,97,13,6,6,6,6,6,0,0,0,0,0,90,627,887,917,918,918,918,918
6,12,1000,1000,1000,992,896,454,92,15,6,6,6,6,6,0,0,0,0,0,105,606,885,920,924,924,924,924
6,13,1000,1000,1000,990,874,440,80,16,5,5,5,5,5,0,0,0,0,3,116,622,866,907,909,909,909,909
6,14,1000,1000,1000,991,887,433,80,17,9,8,8,8,8,0,0,0,0,1,146,638,901,931,932,932,932,932
6,15,1000,1000,1000,994,924,453,95,16,6,5,5,5,5,0,0,0,0,0,77,616,891,938,950,950,950,950
6,16,1000,1000,1000,994,898,459,92,15,7,6,6,6,6,0,0,0,0,1,114,675,901,946,948,948,948,948
6,17,1000,1000,1000,995,905,424,83,17,11,11,11,11,11,0,0,0,0,0,129,636,876,908,913,913,913,913
6,18,1000,1000,1000,997,893,426,92,13,7,7,7,7,7,0,0,0,0,1,120,653,913,949,949,949,949,949
6,19,1000,1000,1000,997,911,463,97,16,4,3,3,3,3,0,0,0,0,2,82,608,890,928,932,932,932,932
6,20,1000,1000,999,996,889,422,87,18,10,8,8,8,8,0,0,0,0,0,114,625,882,920,923,925,925,925
6,21,1000,1000,1000,994,897,436,87,20,8,7,7,7,7,0,0,0,0,3,102,642,931,970,974,974,974,974
6,22,1000,1000,1000,995,901,434,83,11,6,6,6,6,6,0,0,0,0,1,117,675,950,988,990,990,990,990
6,23,1000,1000,1000,997,901,441,74,16,10,8,8,8,8,0,0,0,0,1,118,683,920,956,957,957,957,957
6,24,1000,1000,999,994,907,427,79,17,7,6,6,6,6,0,0,0,0,3,109,661,896,928,929,929,929,929
6,25,1000,1000,1000,990,876,403,95,18,13,11,10,10,10,0,0,0,0,3,132,646,851,879,880,881,881,881
6,26,1000,1000,1000,995,913,436,85,16,6,6,6,6,6,0,0,0,0,0,97,627,864,905,906,906,906,906
6,27,1000,1000,1000,991,902,423,100,16,9,8,8,8,8,0,0,0,0,1,118,616,884,912,915,915,915,915
6,28,1000,1000,1000,991,889,423,78,13,7,6,6,6,6,0,0,0,0,0,134,661,912,949,949,949,949,949
6,29,1000,1000,999,991,886,423,97,12,6,6,6,6,6,0,0,0,0,0,113,617,874,908,908,908,908,908
7,0,1000,1000,1000,989,884,448,90,13,3,3,3,3,3,0,0,0,0,1,113,659,929,979,980,980,980,980
7,1,1000,1000,999,997,892,443,83,12,7,7,7,7,7,0,0,0,0,0,108,661,926,965,972,972,972,972
7,2,1000,1000,999,991,881,445,94,20,8,7,6,6,6,0,0,0,0,0,134,662,973,1020,1027,1029,1029,1029
7,3,1000,1000,1000,996,901,458,74,10,6,5,5,5,5,0,0,0,0,1,107,689,984,1019,1019,1019,1019,1019
7,4,1000,1000,1000,997,905,417,79,19,8,7,7,7,7,0,0,0,0,0,108,735,992,1050,1054,1054,1054,1054
7,5,1000,1000,1000,998,889,436,72,13,8,7,7,7,7,0,0,0,0,0,121,690,963,1007,1008,1008,1008,1008
7,6,1000,1000,1000,995,900,442,70,18,6,5,5,5,5,0,0,0,0,0,135,713,956,999,1006,1007,1007,1007
7,7,1000,1000,1000,994,888,461,84,16,3,3,3,3,3,0,0,0,0,2,102,636,957,1013,1013,1013,1013,1013
7,8,1000,1000,1000,995,903,446,87,16,4,4,4,4,4,0,0,0,0,1,87,653,927,982,989,989,989,989
7,9,1000,1000,999,992,903,433,79,15,5,5,5,5,5,0,0,0,0,1,101,675,956,990,992,992,992,992
7,10,1000,1000,999,997,891,443,90,16,6,6,6,6,6,0,0,0,0,1,127,687,946,998,999,999,999,999
7,11,1000,1000,1000,998,911,441,91,9,2,2,2,2,2,0,0,0,0,0,100,683,999,1038,1039,1039,1039,1039
7,12,1000,1000,1000,992,896,454,88,14,5,5,5,5,5,0,0,0,0,0,109,634,964,1014,1019,1019,1019,1019
7,13,1000,1000,1000,990,873,436,80,14,5,5,5,5,5,0,0,0,0,3,105,644,936,990,992,992,992,992
7,14,1000,1000,1000,991,887,428,80,15,8,7,7,7,7,0,0,0,0,1,152,666,950,984,985,985,985,985
7,15,1000,1000,1000,994,924,452,92,13,4,3,3,3,3,0,0,0,0,0,81,642,932,988,1001,1001,1001,1001
7,16,1000,1000,1000,994,898,455,90,14,6,5,5,5,5,0,0,0,0,1,118,715,983,1031,1033,1033,1033,1033
7,17,1000,1000,1000,995,905,420,79,15,9,9,9,9,9,0,0,0,0,0,136,688,960,997,1001,1001,1001,1001
7,18,1000,1000,1000,997,893,425,88,10,4,4,4,4,4,0,0,0,0,1,116,676,954,1000,1001,1001,1001,1001
7,19,1000,1000,1000,997,911,462,96,15,3,2,2,2,2,0,0,0,0,2,87,647,959,1007,1012,1012,1012,1012
7,20,1000,1000,999,996,889,422,84,13,6,4,4,4,4,0,0,0,0,0,117,673,975,1017,1021,1024,1024,1024
7,21,1000,1000,1000,994,897,435,87,16,5,4,4,4,4,0,0,0,0,3,112,669,988,1036,1040,1040,1040,1040
7,22,1000,1000,1000,995,901,433,79,11,5,5,5,5,5,0,0,0,0,1,116,700,994,1041,1043,1043,1043,1043
7,23,1000,1000,1000,997,901,438,73,14,8,6,6,6,6,0,0,0,0,1,115,706,980,1024,1027,1027,1027,1027
7,24,1000,1000,999,994,907,424,77,13,6,5,5,5,5,0,0,0,0,2,122,709,980,1026,1029,1029,1029,1029
7,25,1000,1000,1000,990,876,403,90,17,12,9,8,8,8,0,0,0,0,3,130,666,902,929,930,931,931,931
7,26,1000,1000,1000,995,913,436,84,14,5,5,5,5,5,0,0,0,0,0,108,672,946,991,992,992,992,992
7,27,1000,1000,1000,991,902,422,98,16,7,6,6,6,6,0,0,0,0,1,123,650,950,983,986,987,987,987
7,28,1000,1000,1000,991,889,422,76,12,6,5,5,5,5,0,0,0,0,0,131,683,974,1019,1022,1022,1022,1022
7,29,1000,1000,999,991,886,421,95,9,3,3,3,3,3,0,0,0,0,0,119,643,940,980,981,981,981,981
8,0,1000,1000,1000,989,884,448,86,11,3,3,3,3,3,0,0,0,0,1,122,690,982,1040,1043,1043,1043,1043
8,1,1000,1000,999,997,892,440,80,9,5,5,5,5,5,0,0,0,0,0,105,663,947,995,1001,1001,1001,1001
8,2,1000,1000,999,991,881,444,92,18,5,4,3,3,3,0,0,0,0,0,136,669,992,1043,1052,1055,1055,1055
8,3,1000,1000,1000,996,901,456,72,9,5,4,4,4,4,0,0,0,0,1,105,691,1005,1040,1040,1040,1040,1040
8,4,1000,1000,1000,997,905,416,77,17,6,5,5,5,5,0,0,0,0,0,109,726,1008,1081,1084,1084,1084,1084
8,5,1000,1000,1000,998,889,435,71,10,5,5,5,5,5,0,0,0,0,0,117,696,968,1022,1024,1024,1024,1024
8,6,1000,1000,1000,995,900,436,69,16,4,3,3,3,3,0,0,0,0,0,140,745,1007,1056,1065,1066,1066,1066
8,7,1000,1000,1000,994,888,460,80,13,2,2,2,2,2,0,0,0,0,2,99,642,976,1034,1034,1034,1034,1034
8,8,1000,1000,1000,995,903,446,87,15,3,3,3,3,3,0,0,0,0,1,86,649,938,1006,1014,1014,1014,1014
8,9,1000,1000,999,992,903,431,78,14,4,4,4,4,4,0,0,0,0,1,104,683,996,1039,1041,1041,1041,1041
8,10,1000,1000,999,997,891,441,88,15,5,5,5,5,5,0,0,0,0,1,121,672,958,1025,1026,1026,1026,1026
8,11,1000,1000,1000,998,911,438,89,9,2,2,2,2,2,0,0,0,0,0,101,699,1047,1094,1095,1095,1095,1095
8,12,1000,1000,1000,992,896,453,85,12,2,2,2,2,2,0,0,0,0,0,109,648,999,1066,1072,1072,1072,1072
8,13,1000,1000,1000,990,873,432,79,14,5,5,5,5,5,0,0,0,0,3,105,652,987,1046,1048,1048,1048,1048
8,14,1000,1000,1000,991,887,428,78,12,5,4,4,4,4,0,0,0,0,1,147,654,960,1004,1005,1005,1005,1005
8,15,1000,1000,1000,994,924,451,88,12,3,2,2,2,2,0,0,0,0,0,83,631,941,1008,1022,1022,1022,1022
8,16,1000,1000,1000,994,898,453,89,13,6,5,5,5,5,0,0,0,0,1,121,721,1004,1052,1055,1055,1055,1055
8,17,1000,1000,1000,995,905,419,77,14,8,8,8,8,8,0,0,0,0,0,134,682,985,1031,1038,1038,1038,1038
8,18,1000,1000,1000,997,893,424,85,9,2,2,2,2,2,0,0,0,0,1,118,679,976,1026,1029,1029,1029,1029
8,19,1000,1000,1000,997,911,461,95,12,2,1,1,1,1,0,0,0,0,2,92,668,991,1052,1056,1056,1056,1056
8,20,1000,1000,999,996,889,421,83,13,6,4,4,4,4,0,0,0,0,0,113,685,987,1027,1032,1035,1035,1035
8,21,1000,1000,1000,994,897,431,82,15,4,3,3,3,3,0,0,0,0,3,113,682,1016,1069,1072,1072,1072,1072
8,22,1000,1000,1000,995,901,431,78,9,3,3,3,3,3,0,0,0,0,1,113,716,1020,1068,1072,1072,1072,1072
8,23,1000,1000,1000,997,901,438,73,13,5,3,3,3,3,0,0,0,0,1,112,723,1020,1079,1083,1083,1083,1083
8,24,1000,1000,999,994,907,421,76,12,5,4,4,4,4,0,0,0,0,2,118,722,1001,1057,1061,1061,1061,1061
8,25,1000,1000,1000,990,876,402,86,16,9,7,6,6,6,0,0,0,0,3,128,699,963,995,997,998,998,998
8,26,1000,1000,1000,995,913,436,83,12,3,3,3,3,3,0,0,0,0,0,110,677,975,1019,1020,1020,1020,1020
8,27,1000,1000,1000,991,902,420,90,12,4,3,3,3,3,0,0,0,0,1,121,657,962,1005,1008,1009,1009,1009
8,28,1000,1000,1000,991,889,422,75,12,4,3,3,3,3,0,0,0,0,0,129,682,991,1049,1053,1053,1053,1053
8,29,1000,1000,999,991,886,420,91,9,2,2,2,2,2,0,0,0,0,0,121,653,969,1010,1011,1011,1011,1011
9,0,1000,1000,1000,989,884,447,85,10,2,2,2,2,2,0,0,0,0,1,118,682,963,1030,1034,1034,1034,1034
9,1,1000,1000,999,997,892,440,76,6,2,2,2,2,2,0,0,0,0,0,110,653,925,971,976,976,976,976
9,2,1000,1000,999,991,881,443,90,17,4,3,2,2,2,0,0,0,0,0,131,656,965,1024,1032,1035,1035,1035
9,3,1000,1000,1000,996,901,456,70,9,5,4,4,4,4,0,0,0,0,1,104,693,1020,1051,1051,1051,1051,1051
9,4,1000,1000,1000,997,905,415,75,15,4,3,3,3,3,0,0,0,0,0,111,717,1022,1100,1105,1105,1105,1105
9,5,1000,1000,1000,998,889,433,67,9,4,4,4,4,4,0,0,0,0,0,114,664,943,1002,1005,1005,1005,1005
9,6,1000,1000,1000,995,900,436,68,16,4,3,3,3,3,0,0,0,0,0,135,739,1010,1057,1064,1065,1065,1065
9,7,1000,1000,1000,994,888,460,77,13,2,2,2,2,2,0,0,0,0,2,96,621,976,1045,1046,1046,1046,1046
9,8,1000,1000,1000,995,903,446,85,14,3,3,3,3,3,0,0,0,0,1,85,641,950,1022,1032,1032,1032,1032
9,9,1000,1000,999,992,903,430,78,14,4,4,4,4,4,0,0,0,0,1,106,660,980,1032,1033,1033,1033,1033
9,10,1000,1000,999,997,891,440,85,14,4,4,4,4,4,0,0,0,0,1,118,654,941,1007,1009,1009,1009,1009
9,11,1000,1000,1000,998,911,438,88,8,2,2,2,2,2,0,0,0,0,0,98,694,1037,1083,1084,1084,1084,1084
9,12,1000,1000,1000,992,896,452,84,11,2,2,2,2,2,0,0,0,0,0,108,638,984,1058,1065,1065,1065,1065
9,13,1000,1000,1000,990,873,430,77,13,4,4,4,4,4,0,0,0,0,3,100,638,971,1034,1036,1036,1036,1036
9,14,1000,1000,1000,991,887,427,77,9,2,1,1,1,1,0,0,0,0,1,145,640,942,992,993,993,993,993
9,15,1000,1000,1000,994,924,451,86,11,3,2,2,2,2,0,0,0,0,0,81,637,937,1013,1025,1025,1025,1025
9,16,1000,1000,1000,994,898,450,86,11,4,3,3,3,3,0,0,0,0,1,125,688,978,1031,1035,1035,1035,1035
9,17,1000,1000,1000,995,905,417,75,12,6,6,6,6,6,0,0,0,0,0,128,656,946,991,999,999,999,999
9,18,1000,1000,1000,997,893,424,82,9,1,1,1,1,1,0,0,0,0,1,114,678,980,1040,1041,1041,1041,1041
9,19,1000,1000,1000,997,911,461,93,11,2,1,1,1,1,0,0,0,0,2,92,652,987,1051,1057,1057,1057,1057
9,20,1000,1000,999,996,889,421,82,12,5,3,3,3,3,0,0,0,0,0,116,673,996,1042,1046,1049,1049,1049
9,21,1000,1000,1000,994,897,430,82,15,4,3,3,3,3,0,0,0,0,3,104,650,987,1038,1041,1041,1041,1041
9,22,1000,1000,1000,995,901,430,78,8,2,2,2,2,2,0,0,0,0,1,117,703,1012,1066,1068,1068,1068,1068
9,23,1000,1000,1000,997,901,438,72,13,5,3,3,3,3,0,0,0,0,1,111,702,1013,1083,1087,1088,1088,1088
9,24,1000,1000,999,994,907,418,74,11,4,4,4,4,4,0,0,0,0,2,121,713,996,1051,1059,1059,1059,1059
9,25,1000,1000,1000,990,876,402,85,14,8,6,5,5,5,0,0,0,0,3,118,659,945,984,986,988,988,988
9,26,1000,1000,1000,995,913,436,80,11,2,2,2,2,2,0,0,0,0,0,109,678,975,1024,1027,1027,1027,1027
9,27,1000,1000,1000,991,902,420,89,10,3,2,2,2,2,0,0,0,0,1,118,648,947,996,1001,1003,1003,1003
9,28,1000,1000,1000,991,889,422,74,12,4,3,3,3,3,0,0,0,0,0,126,671,990,1058,1063,1063,1063,1063
9,29,1000,1000,999,991,886,419,90,9,2,2,2,2,2,0,0,0,0,0,123,646,998,1046,1047,1047,1047,1047
10,0,1000,1000,1000,989,884,447,83,10,2,2,2,2,2,0,0,0,0,1,110,659,932,1000,1004,1004,1004,1004
10,1,1000,1000,999,997,892,439,75,6,2,2,2,2,2,0,0,0,0,0,109,637,877,926,932,932,932,932
10,2,1000,1000,999,991,881,443,87,17,4,3,2,2,2,0,0,0,0,0,125,609,910,965,977,981,981,981
10,3,1000,1000,1000,996,901,456,69,9,4,3,3,3,3,0,0,0,0,1,103,686,976,1014,1013,1013,1013,1013
10,4,1000,1000,1000,997,905,414,74,14,4,2,2,2,2,0,0,0,0,0,106,664,942,1025,1031,1031,1031,1031
10,5,1000,1000,1000,998,889,432,67,8,3,3,3,3,3,0,0,0,0,0,114,614,879,935,938,938,938,938
10,6,1000,1000,1000,995,900,436,66,15,4,3,3,3,3,0,0,0,0,0,132,717,999,1056,1064,1065,1065,1065
10,7,1000,1000,1000,994,888,460,75,12,2,2,2,2,2,0,0,0,0,2,93,609,923,998,1002,1002,1002,1002
10,8,1000,1000,1000,995,903,445,80,13,1,1,1,1,1,0,0,0,0,1,82,623,903,976,985,985,985,985
10,9,1000,1000,999,992,903,428,77,14,3,3,3,3,3,0,0,0,0,1,103,649,952,1013,1015,1015,1015,1015
10,10,1000,1000,999,997,891,438,84,14,4,4,4,4,4,0,0,0,0,1,114,621,893,962,964,964,964,964
10,11,1000,1000,1000,998,911,438,86,8,2,2,2,2,2,0,0,0,0,0,93,651,963,1004,1005,1005,1005,1005
10,12,1000,1000,1000,992,896,452,81,10,1,1,1,1,1,0,0,0,0,0,109,626,969,1048,1056,1056,1056,1056
10,13,1000,1000,1000,990,873,430,76,12,3,3,3,3,3,0,0,0,0,3,92,612,958,1013,1015,1015,1015,1015
10,14,1000,1000,1000,991,887,427,75,8,1,1,1,1,1,0,0,0,0,1,144,612,907,963,965,965,965,965
10,15,1000,1000,1000,994,924,450,86,11,3,2,2,2,2,0,0,0,0,0,79,620,929,1002,1015,1015,1015,1015
